station_id,station_name,municipality,latitude,longitude,wheelchair_accessible,location_type,vehicle_type
157,W Broadway @ Dorchester St,Boston,42.335582,-71.045971,True,0,3.0
8811,Hilltop St @ Granite Ave,Boston,42.278908,-71.053941,True,0,3.0
DB-2230-01,Morton Street,Boston,42.280994,-71.085475,True,0,2.0
node-andrw-sobstairs-platform,Andrew,Boston,,,True,3,
node-astao-717-lobby,Assembly,Somerville,42.393058,-71.077318,True,3,
6555,Chinatown Gate,Boston,42.35068,-71.059655,True,0,3.0
10625,Washington St opp Heron St,Boston,42.26883,-71.148551,True,0,3.0
1323,Tremont St @ Columbus Ave,Boston,42.331479,-71.095333,True,0,3.0
node-513-landing,Harvard,Cambridge,42.373327,-71.118828,True,3,
5679,Chelsea St @ Eagle Sq,Boston,42.381404,-71.025506,True,0,3.0
1814,Brookline St @ Pacific St,Cambridge,42.361158,-71.103988,False,0,3.0
542,Morton St @ Theodore St,Boston,42.283461,-71.089011,False,0,3.0
71199,Park Street,Boston,42.356395,-71.062424,True,0,0.0
830,Stimson St @ Centre St,Boston,42.262782,-71.163277,True,0,3.0
14118,Alewife,Cambridge,42.396228,-71.141735,True,0,3.0
1614,W Boundary Rd @ Georgetowne Dr,Boston,42.259315,-71.145549,True,0,3.0
place-bndhl,Brandon Hall,Brookline,42.340023,-71.129082,False,1,
node-lbusramp-lower,Sullivan Square,Boston,,,True,3,
5236,Washington St @ Glen Rd,Boston,42.309638,-71.104245,True,0,3.0
node-portr-somervilleavestairs-lobby,Porter,Cambridge,42.388329,-71.118943,True,3,
10418,American Legion Hwy opp Franklin Hill Ave,Boston,42.295828,-71.092507,True,0,3.0
70241,Symphony,Boston,42.342687,-71.085056,False,0,0.0
door-coecl-church,"Dartmouth St, Old South Church",Boston,42.350194,-71.077551,True,2,
71150,Kenmore,Boston,42.348949,-71.095169,True,0,0.0
NEC-2276,Back Bay,Boston,42.34735,-71.075727,True,0,2.0
36540,Berkeley St @ Chandler St,Boston,42.347293,-71.071004,True,0,3.0
2863,Bunker Hill St @ Pearl St,Boston,42.379412,-71.063506,True,0,3.0
5869,Bennington St @ Brooks St,Boston,42.376843,-71.033472,True,0,3.0
node-tumnl-tre-fareunpaid,Tufts Medical Center,Boston,,,True,3,
8390,Baker St opp Wycliff Ave,Boston,42.276251,-71.167,True,0,3.0
1406,Cambridge St @ Norfolk St,Cambridge,42.373049,-71.096041,True,0,3.0
2665,125 Highland Ave,Somerville,42.387626,-71.10098,True,0,3.0
323,Fields Corner,Boston,42.299807,-71.062219,True,0,3.0
1088,Chestnut Hill Ave @ Embassy Rd,Boston,42.341436,-71.154691,True,0,3.0
node-901-lobby,South Station,Boston,,,True,3,
place-armnl,Arlington,Boston,42.351902,-71.070893,True,1,
node-138-top,Ruggles,Boston,42.336861,-71.089372,True,3,
node-dwnxg-stair4-lobby,Downtown Crossing,Boston,,,True,3,
2300,Massachusetts Ave opp Beech St,Cambridge,42.389913,-71.12071,True,0,3.0
1891,Independence Dr @ Thornton Rd,Brookline,42.298163,-71.156897,True,0,3.0
node-kencl-ebstair-platform,Kenmore,Boston,,,True,3,
7096,Airport,Boston,42.3745,-71.029541,True,0,3.0
71263,Adams St @ Milton St - Cedar Grove Sta,Boston,42.279763,-71.059163,True,0,3.0
node-alfcl-steelplramp-top,Alewife,Cambridge,42.395614,-71.141966,True,3,
node-985-lobby,Porter,Cambridge,42.388389,-71.118992,True,3,
node-404-platform,World Trade Center,Boston,,,True,3,
2773,Washington St @ Merriam St,Somerville,42.379411,-71.092286,True,0,3.0
8944,Reservation Rd @ Brainard St,Boston,42.254309,-71.133823,True,0,3.0
node-sstat-390stair-sl,South Station,Boston,,,True,3,
70250,Brigham Circle,Boston,42.334846,-71.103017,True,0,0.0
29010,Sullivan Square,Boston,42.38392,-71.076318,True,0,3.0
1888,Corey St @ VFW Pkwy,Boston,42.293228,-71.162319,True,0,3.0
node-351-top,Alewife,Cambridge,42.396162,-71.141124,True,3,
node-322-lobby,JFK/UMass,Boston,42.321285,-71.05256,True,3,
468,Washington St @ Columbia Rd,Boston,42.305459,-71.0807,True,0,3.0
144,Boylston St @ Berkeley St,Boston,42.351234,-71.07295,True,0,3.0
node-bbsta-2clarexit-farepaid,Back Bay,Boston,,,True,3,
778,Spring St @ Powell St,Boston,42.277517,-71.162796,True,0,3.0
node-coecl-wbfareunpaid,Copley,Boston,42.350189,-71.0774,True,3,
1232,Tremont St @ Worcester St,Boston,42.340201,-71.078602,True,0,3.0
1431,Broadway @ Felton St,Cambridge,42.373954,-71.112665,True,0,3.0
1836,Independence Dr @ Maranville St,Boston,42.296546,-71.157873,True,0,3.0
2513,Webster Ave @ Norfolk St,Somerville,42.37518,-71.095093,True,0,3.0
DB-2240-B0,Talbot Avenue - Talbot Ave opp Pick-up/Drop-off,Boston,42.291903,-71.077992,True,0,3.0
70182,Longwood,Brookline,42.341808,-71.109777,True,0,0.0
NEC-2237-03,Forest Hills,Boston,42.301065,-71.113491,True,0,2.0
node-858-platform,Tufts Medical Center,Boston,,,True,3,
784,Centre St @ Corey St,Boston,42.286181,-71.15466,True,0,3.0
457,Washington St @ Kenwood St,Boston,42.291897,-71.071663,True,0,3.0
29007,Sullivan Square,Boston,42.384346,-71.076339,True,0,3.0
3071,Neponset Ave @ Ashmont St,Boston,42.289943,-71.048434,True,0,3.0
Boat-Long-South-4,Long Wharf (South) - Gate 4,Boston,42.359897,-71.04859,True,0,4.0
node-sdmnl-wall-farepaid,Suffolk Downs,Boston,42.390616,-70.997303,True,3,
node-alfcl-buswayramp-landing,Alewife,Cambridge,42.395326,-71.141373,True,3,
2713,Broadway @ Lincoln St,Somerville,42.386632,-71.080639,True,0,3.0
door-alfcl-alewife,Alewife Path East,Cambridge,42.395862,-71.140929,True,2,
1071,Western Ave opp Riverdale St,Boston,42.363253,-71.132079,True,0,3.0
12615,Somerville Ave @ Church St,Somerville,42.381485,-71.100331,True,0,3.0
5734,Meridian St @ Lexington St,Boston,42.376967,-71.039277,True,0,3.0
node-756-entrance,Kendall/MIT,Cambridge,42.362143,-71.08617,True,3,
door-portr-elevator982,"Somerville Ave, Massachusetts Ave (Elevator)",Cambridge,42.388288,-71.118866,True,2,
door-babck-wbagganis,"Harry Agganis Way, Pleasant St",Boston,42.35151,-71.118695,True,2,
1402,Cambridge St @ Dana St,Cambridge,42.374482,-71.107192,True,0,3.0
2023,Mt Auburn St @ Sparks St,Cambridge,42.374729,-71.130454,True,0,3.0
161,W Broadway @ D St,Boston,42.338923,-71.050952,True,0,3.0
571,Dorchester Ave @ Washington St,Boston,42.272456,-71.068104,True,0,3.0
6366,River St @ Blue Hill Ave,Boston,42.267383,-71.094186,True,0,3.0
36538,E Berkeley St @ Harrison Ave,Boston,42.343485,-71.064079,True,0,3.0
2388,Medford St @ School St,Somerville,42.389153,-71.097269,True,0,3.0
2690,McGrath Hwy @ Washington St,Somerville,42.380358,-71.089895,True,0,3.0
5878,Bennington St @ Trident St,Boston,42.385327,-71.010483,True,0,3.0
door-armnl-arlte,Arlington St (East),Boston,42.351738,-71.070509,False,2,
614,Washington St @ Rockingham Ave,Boston,42.264139,-71.154223,True,0,3.0
1848,Weld St @ Parklawn Rd,Boston,42.293778,-71.146614,True,0,3.0
door-unsqu-allen,Allen St,Somerville,42.376841,-71.093356,True,2,
1566,Blue Hill Ave opp Warren St,Boston,42.30962,-71.082454,True,0,3.0
node-433-lobby,Maverick,Boston,,,True,3,
9070513,East Somerville - Joy St @ Washington St,Somerville,42.38024,-71.08828,True,0,3.0
2761,Washington St @ Tufts St,Somerville,42.381038,-71.087483,True,0,3.0
2710,Broadway @ Cross St,Somerville,42.388802,-71.086483,True,0,3.0
475,Washington Street @ Four Corners / Geneva Station,Boston,42.302806,-71.078215,True,0,3.0
node-400-rl,South Station,Boston,,,True,3,
30249,Northern Ave @ Tide St,Boston,42.34508,-71.031986,True,0,3.0
604,Washington St @ Metropolitan Ave,Boston,42.281494,-71.133514,True,0,3.0
12144,Huron Ave opp Fountain Terr,Cambridge,42.379354,-71.150222,True,0,3.0
node-pktrm-sbwbstairs-gl,Park Street,Boston,,,True,3,
node-chncl-ogonlystair-lobby,Chinatown,Boston,,,True,3,
70046,Maverick,Boston,42.369119,-71.03953,True,0,1.0
door-brdwy-main,Broadway,Boston,42.34256,-71.056944,True,2,
9070238,Cleveland Circle,Boston,42.336033,-71.149119,True,0,3.0
NEC-2287-03,South Station,Boston,42.351261,-71.055552,True,0,2.0
76126,Harvard,Cambridge,42.373414,-71.120134,True,0,3.0
node-338-middle,Davis,Somerville,,,True,3,
9270014,Back Bay - 167 Dartmouth St,Boston,42.348067,-71.076171,True,0,3.0
node-ccmnl-stairs-platform,Community College,Boston,,,True,3,
node-450-platform,Kendall/MIT,Cambridge,42.362142,-71.08625,True,3,
74624,Silver Line Way,Boston,42.347066,-71.037969,True,0,3.0
2695,Broadway opp Warner St - Powder House Sq,Somerville,42.400979,-71.115776,False,0,3.0
node-grnst-131-lobby,Green Street,Boston,42.310388,-71.107617,True,3,
node-771-bottom,Union Square,Somerville,42.377594,-71.094998,True,3,
1878,Weld St @ Gretter Rd,Boston,42.293171,-71.143458,True,0,3.0
door-rugg-buses,"Columbus Ave, Buses",Boston,42.336473,-71.089194,True,2,
63621,River St @ Agnes Ave,Boston,42.263412,-71.106204,True,0,3.0
82,Massachusetts Ave @ Huntington Ave,Boston,42.342478,-71.084701,True,0,3.0
2674,Highland Ave @ Cutter Ave,Somerville,42.395122,-71.119331,True,0,3.0
door-state-meeting,"Washington St, Milk St",Boston,42.35715,-71.058394,True,2,
node-sdmnl-wall-fareunpaid,Suffolk Downs,Boston,42.390616,-70.997303,True,3,
node-724-lobby,Forest Hills,Boston,42.301657,-71.113503,True,3,
1469,169 Bowdoin St opp Eunice St,Boston,42.304268,-71.06958,True,0,3.0
node-918-lobby,South Station,Boston,,,True,3,
node-crtst-wtcexitstair-lobby,Courthouse,Boston,,,True,3,
1567,Blue Hill Ave @ Intervale St,Boston,42.311776,-71.080747,True,0,3.0
1790,Harrison Ave @ Worcester Sq,Boston,42.335883,-71.074011,True,0,3.0
1378,Harvard Ave @ Commonwealth Ave,Boston,42.350034,-71.130722,True,0,3.0
2706,Broadway @ Marshall St,Somerville,42.392158,-71.092807,True,0,3.0
node-cntsq-860-platform,Central,Cambridge,42.3654,-71.103485,True,3,
door-forhl-lowers,"Hyde Park Ave, West Roxbury Court, Franklin Park/Zoo (South)",Boston,42.300134,-71.113898,True,2,
node-963-platform,Arlington,Boston,,,True,3,
node-514-landing,Harvard,Cambridge,42.373465,-71.11884,True,3,
11323,Malcolm X Blvd opp O'Bryant HS,Boston,42.330801,-71.089207,False,0,3.0
1052,130 Western Ave,Boston,42.363526,-71.125043,True,0,3.0
21148,Malcolm X Blvd @ Tremont St,Boston,42.331345,-71.093318,True,0,3.0
176,Dartmouth St opp Back Bay Sta,Boston,42.347343,-71.076035,True,0,3.0
node-wimnl-obpaidstairs-platform,Wood Island,Boston,42.379632,-71.022762,True,3,
node-fldcr-charlesstairs-lobby,Fields Corner,Boston,42.300302,-71.061796,True,3,
place-aqucl,Aquarium,Boston,42.359784,-71.051652,True,1,
70203,Haymarket,Boston,42.363021,-71.05829,True,0,0.0
node-980-street,Science Park/West End,Boston,42.366701,-71.067904,True,3,
place-shmnl,Savin Hill,Boston,42.31129,-71.053331,True,1,
2812,West St opp Deforest St,Boston,42.265268,-71.128517,True,0,3.0
2118,Belmont St @ Cushing St,Cambridge,42.374923,-71.151511,True,0,3.0
node-151-lobby,Prudential,Boston,,,True,3,
3073,Neponset Ave opp Tolman St,Boston,42.28851,-71.047273,True,0,3.0
32549,Eliot St @ Bennett St,Cambridge,42.372535,-71.121784,True,0,3.0
585,River St @ Leahaven Rd,Boston,42.271259,-71.082334,True,0,3.0
6565,Washington St @ Tufts Med Ctr,Boston,42.34997,-71.063413,True,0,3.0
NEC-2287,South Station,Boston,42.35141,-71.055417,True,0,2.0
2577,Broadway @ Holland St - Teele Sq,Somerville,42.403329,-71.12751,True,0,3.0
255,W 7th St @ F St,Boston,42.33425,-71.050899,True,0,3.0
node-rugg-track2ramp-top,Ruggles,Boston,42.336711,-71.088831,True,3,
1292,Washington St @ Beacon St,Brookline,42.339199,-71.135066,True,0,3.0
279,E 8th St @ K St,Boston,42.331469,-71.037505,True,0,3.0
node-brdwy-farepaid,Broadway,Boston,,,True,3,
35236,Washington St @ School St,Boston,42.314494,-71.099496,True,0,3.0
node-haecl-busfareunpaid,Haymarket,Boston,,,True,3,
node-knncl-frontnbstair-platform,Kendall/MIT,Cambridge,42.362663,-71.086634,True,3,
381,Blue Hill Ave @ Wales St,Boston,42.298519,-71.086576,True,0,3.0
9070029,Community College - Rutherford Ave @ Austin St,Boston,42.374714,-71.067764,True,0,3.0
node-state-bowdoinoldstatestairs-wbplatform,State,Boston,,,True,3,
1100,Brooks St @ Hobart St,Boston,42.355618,-71.16246,True,0,3.0
10427,American Legion Hwy opp Kingbird Rd,Boston,42.293255,-71.094593,True,0,3.0
350,Dorchester Ave @ Dewar St,Boston,42.309828,-71.057855,True,0,3.0
node-masta-unpramp-exit,Massachusetts Avenue,Boston,42.341469,-71.083445,True,3,
node-936-platform,World Trade Center,Boston,,,True,3,
node-jaksn-stairs-lobby,Jackson Square,Boston,,,True,3,
1879,Weld St @ Lantern Ln,Boston,42.293284,-71.144283,True,0,3.0
node-509-lobby,Porter,Cambridge,42.38846,-71.11878,True,3,
node-927-rl,South Station,Boston,,,True,3,
70010,Ruggles,Boston,42.33649,-71.089684,True,0,1.0
15241,Centre St @ Louders Ln,Boston,42.306368,-71.124253,True,0,3.0
17094,Terminal C - Arrivals Level,Boston,42.366494,-71.017289,True,0,3.0
1182,Washington St @ Valentine St,Boston,42.321772,-71.091899,True,0,3.0
2149,Concord Ave opp Spinelli Pl,Cambridge,42.390463,-71.15413,True,0,3.0
node-asmnl-mtpnbstair-lobby,Ashmont,Boston,42.284137,-71.063424,True,3,
104,Massachusetts Ave @ Inman St,Cambridge,42.366779,-71.105813,False,0,3.0
node-jfk-sydneynstair-lobby,JFK/UMass,Boston,42.320701,-71.052626,True,3,
11618,Georgetowne Dr @ Georgetowne Pl,Boston,42.25564,-71.143709,True,0,3.0
443,Norfolk St @ Morton St,Boston,42.281869,-71.086842,True,0,3.0
637,Washington St @ Firth Rd,Boston,42.28878,-71.125513,True,0,3.0
2860,Vine St @ Moulton St,Boston,42.376884,-71.056325,True,0,3.0
26531,River St @ Hyde Park Ave,Boston,42.255743,-71.12424,True,0,3.0
2844,Bunker Hill St @ Main St,Boston,42.383268,-71.07149,True,0,3.0
node-prmnl-huntstair-lobby,Prudential,Boston,,,True,3,
node-401-landing,World Trade Center,Boston,,,True,3,
27,E Broadway @ N St,Boston,42.335642,-71.031087,True,0,3.0
node-state-water-fareunpaid,State,Boston,,,True,3,
1725,1458 Blue Hill Ave opp Almont St,Boston,42.274305,-71.093362,True,0,3.0
1761,Heath St @ S Huntington Ave,Boston,42.328658,-71.110231,True,0,3.0
1161,Centre St @ Lochstead Ave,Boston,42.317017,-71.11346,True,0,3.0
424,Talbot Ave @ Colonial Ave,Boston,42.290919,-71.074625,True,0,3.0
node-hymnl-farepaid,Hynes Convention Center,Boston,,,True,3,
9070080,Downtown Crossing - Franklin St @ Washington St,Boston,42.35627,-71.05933,True,0,3.0
node-jfk-crcolstair-street,JFK/UMass,Boston,42.321284,-71.052171,True,3,
node-astao-718-ground,Assembly,Somerville,42.392198,-71.077432,True,3,
70081,Broadway,Boston,42.342622,-71.056967,True,0,1.0
70041,State,Boston,42.358978,-71.057598,True,0,1.0
12891,Pearl St @ High St,Boston,42.355395,-71.054079,True,0,3.0
WML-0025-07,Lansdowne,Boston,42.347581,-71.099974,True,0,2.0
1724,Blue Hill Ave opp Woodhaven St,Boston,42.272976,-71.093404,True,0,3.0
70257,Back of the Hill,Boston,42.329369,-71.111046,False,0,0.0
70006,Jackson Square,Boston,42.323132,-71.099592,True,0,1.0
70014,Back Bay,Boston,42.34735,-71.075727,True,0,1.0
11767,Pearl St @ Putnam Ave,Cambridge,42.358164,-71.109771,True,0,3.0
place-DB-2230,Morton Street,Boston,42.280994,-71.085475,True,1,
node-north-valenti-streetstairs-top,North Station,Boston,42.364694,-71.059632,True,3,
node-masta-unpstair-lobby,Massachusetts Avenue,Boston,42.341489,-71.083527,True,3,
DB-2230-B1,Morton Street - Morton St opp Evans St,Boston,42.280779,-71.084621,True,0,3.0
70506,Gilman Square,Somerville,42.387831,-71.096629,True,0,0.0
145,Arlington St @ Saint James Ave,Boston,42.351105,-71.070442,True,0,3.0
6480,Hyde Park Ave @ Mt Hope St,Boston,42.285066,-71.118763,True,0,3.0
11219,A St @ Necco St,Boston,42.348062,-71.050338,True,0,3.0
939,Commonwealth Ave @ Hinsdale St,Boston,42.349397,-71.103055,True,0,3.0
NEC-2265-01,Ruggles,Boston,42.336339,-71.089517,True,0,2.0
2319,Massachusetts Ave opp Rindge Ave,Cambridge,42.392855,-71.124913,True,0,3.0
node-orhte-obpaidstairs-bridge,Orient Heights,Boston,42.386819,-71.004778,True,3,
node-masta-camfareunpaid,Massachusetts Avenue,Boston,42.340418,-71.084757,True,3,
2698,Broadway @ Cedar St,Somerville,42.398373,-71.10781,True,0,3.0
node-haecl-passogstair-passage,Haymarket,Boston,,,True,3,
5903,Lexington St @ Marion St,Boston,42.377783,-71.037177,True,0,3.0
node-pktrm-stair5-rl,Park Street,Boston,,,True,3,
11390,Dalton St @ Belvidere St,Boston,42.346595,-71.08484,True,0,3.0
node-wtcst-wtctstairs-top,World Trade Center,Boston,,,True,3,
6509,Hyde Park Ave @ Winthrop St,Boston,42.256719,-71.124011,True,0,3.0
node-north-ecausewayexitstairs-top,North Station,Boston,42.365596,-71.060356,True,3,
node-portr-507stairs-nbplatform,Porter,Cambridge,42.388922,-71.119018,True,3,
1383,Dartmouth St @ Tremont St,Boston,42.342976,-71.07376,True,0,3.0
482,Washington St @ Park St,Boston,42.295233,-71.072162,True,0,3.0
11780,Ave Louis Pasteur @ Longwood Ave,Boston,42.337969,-71.102457,True,0,3.0
door-harsq-brattle,Brattle Square,Cambridge,42.37331,-71.120545,True,2,
node-north-valenti-farepaid,North Station,Boston,42.3649,-71.059783,True,3,
1841,Corey St @ Weld St,Boston,42.291621,-71.160747,True,0,3.0
node-north-southstairs-top,North Station,Boston,42.365069,-71.060045,True,3,
node-923-lobby,Aquarium,Boston,,,True,3,
node-sstat-bldgescup-ground,South Station,Boston,,,True,3,
2341,Blanchard Rd opp Merrill Ave,Cambridge,42.392086,-71.157561,True,0,3.0
node-haecl-congfarepaid,Haymarket,Boston,,,True,3,
1254,Tremont St @ Burke St,Boston,42.336908,-71.0848,True,0,3.0
node-rcmnl-fareunpaid,Roxbury Crossing,Boston,42.33129,-71.095567,True,3,
64002,Dudley St @ Nubian Station,Boston,42.328842,-71.084633,True,0,3.0
81916,Lee St @ Boylston St,Brookline,42.326155,-71.140511,True,0,3.0
2565,16 Eliot St,Cambridge,42.372111,-71.12163,True,0,3.0
node-dwnxg-stair2-rl,Downtown Crossing,Boston,,,True,3,
24484,Broadway @ Windsor St,Cambridge,42.366893,-71.09494,True,0,3.0
109853,Deer Island - MWRA Gate,Boston,42.355746,-70.967778,True,0,3.0
node-forhl-southfareunpaid,Forest Hills,Boston,42.301777,-71.113546,True,3,
11131,Centre St @ Roseway St,Boston,42.318993,-71.111932,True,0,3.0
16364,River St @ Holmfield Ave,Boston,42.264078,-71.100859,True,0,3.0
1722,1624 Blue Hill Ave @ Mattapan Sq,Boston,42.268802,-71.093523,True,0,3.0
node-rsmnl-wramp-platform,Reservoir,Brookline,42.335125,-71.149228,True,3,
306,Dorchester Ave @ Mayfield St,Boston,42.316398,-71.056738,True,0,3.0
node-373-platform,Park Street,Boston,,,True,3,
2391,Pearl St @ McGrath Hwy,Somerville,42.386595,-71.090933,True,0,3.0
node-asmnl-mtpnbstair-platform,Ashmont,Boston,42.284219,-71.063473,True,3,
2637,Clarendon Hill Busway,Somerville,42.405907,-71.13207,True,0,3.0
node-395-platform,Aquarium,Boston,,,True,3,
node-135-lobby,Ruggles,Boston,,,True,3,
2622,Elm St @ Porter St,Somerville,42.38626,-71.113903,True,0,3.0
node-127-busway,Forest Hills,Boston,42.300778,-71.113596,True,3,
41916,Newton St @ Grove St,Brookline,42.307293,-71.146308,True,0,3.0
place-rcmnl,Roxbury Crossing,Boston,42.331397,-71.095451,True,1,
node-814-fifth,Alewife,Cambridge,42.395791,-71.141323,True,3,
1295,Washington St @ Commonwealth Ave,Boston,42.343586,-71.142524,True,0,3.0
70253,Mission Park,Boston,42.333279,-71.109276,False,0,0.0
node-aqucl-atlanticstairs-street,Aquarium,Boston,,,True,3,
place-DB-2222,Blue Hill Avenue,Boston,42.271466,-71.095782,True,1,
2594,Somerville Ave opp School St,Somerville,42.381865,-71.101817,True,0,3.0
place-NEC-2203,Hyde Park,Boston,42.25503,-71.125526,True,1,
node-pktrm-sbexitunpaid,Park Street,Boston,,,True,3,
564,Geneva Ave @ Four Corners/Geneva Station,Boston,42.305194,-71.076651,True,0,3.0
70051,Orient Heights,Boston,42.386909,-71.004809,True,0,1.0
2525,Columbia St @ Cambridge St,Cambridge,42.372783,-71.094479,True,0,3.0
node-764-top,Lechmere,Cambridge,42.370882,-71.075697,True,3,
node-fldcr-charlesramp-lobby,Fields Corner,Boston,42.300284,-71.061831,True,3,
door-north-crnashua,Nashua St,Boston,42.366019,-71.062951,True,2,
70178,Brookline Hills,Brookline,42.331293,-71.126406,True,0,0.0
2754,Cross St @ Chester Ave,Somerville,42.38255,-71.090245,True,0,3.0
node-north-causeway-fareunpaid,North Station,Boston,42.365642,-71.060548,True,3,
door-asmnl-peabody,Peabody Square,Boston,42.285204,-71.064223,True,2,
2453,45 Beacon St,Somerville,42.375861,-71.103295,True,0,3.0
place-north,North Station,Boston,42.365577,-71.06129,True,1,
door-longw-longwood,"Chapel St, Longwood Ave",Brookline,42.341542,-71.110298,True,2,
node-dwnxg-113fare-unpaid,Downtown Crossing,Boston,,,True,3,
door-coecl-east,Dartmouth St (East),Boston,42.350312,-71.077382,False,2,
node-astao-fol-fareunpaid,Assembly,Somerville,42.393162,-71.077304,True,3,
34579,Ames St @ Main St,Cambridge,42.363061,-71.088174,True,0,3.0
1428,Cambridge St @ Hovey Ave,Cambridge,42.374694,-71.107961,True,0,3.0
992,Grove St opp Altair Rd,Boston,42.264504,-71.158188,True,0,3.0
node-cntsq-westernstair-fareunpaid,Central,Cambridge,,,True,3,
11482,Dudley St @ Uphams Corner Station,Boston,42.318783,-71.069142,True,0,3.0
65,State St @ Washington Mall - State St Sta,Boston,42.358863,-71.057481,True,0,3.0
node-763-top,Lechmere,Cambridge,42.371635,-71.076645,True,3,
node-harsq-lowerramp-lobby,Harvard,Cambridge,42.373512,-71.119249,True,3,
node-state-oldstatepassageministairs-landing,State,Boston,,,True,3,
6529,Reservation Rd @ River St,Boston,42.252264,-71.131076,True,0,3.0
1789,Washington St @ Mystic St,Boston,42.340389,-71.071195,True,0,3.0
node-998-ol,Downtown Crossing,Boston,,,True,3,
node-125-entrance,Bowdoin,Boston,,,True,3,
node-aport-bremenstairs-lobby,Airport,Boston,42.374505,-71.030301,True,3,
9170043,Aquarium - State St opp McKinley Sq,Boston,42.359451,-71.053228,True,0,3.0
16,Dorchester St @ Old Colony Ave,Boston,42.331629,-71.052919,True,0,3.0
5093,Washington St @ Union Pk,Boston,42.341308,-71.069417,True,0,3.0
NB-0072-B,Bellevue,Boston,42.286765,-71.145682,True,0,3.0
1572,Blue Hill Ave @ Julian St,Boston,42.319177,-71.077688,True,0,3.0
9170076,Park Street - Tremont St opp Hamilton Pl,Boston,42.356874,-71.061699,True,0,3.0
2613,Washington St @ Webster Ave,Somerville,42.379628,-71.096946,True,0,3.0
6542,Kneeland St @ Washington St,Boston,42.350845,-71.062868,True,0,3.0
1076,445 Western Ave,Boston,42.362341,-71.14136,True,0,3.0
node-symcl-eb-midbottom,Symphony,Boston,,,True,3,
node-148-lobby,Tufts Medical Center,Boston,,,True,3,
node-815-concourse,Alewife,Cambridge,42.395815,-71.141239,True,3,
node-crtst-southlobstair-landing,Courthouse,Boston,,,True,3,
9070129,Griggs Street - Commonwealth Ave opp Griggs St,Boston,42.348901,-71.134118,True,0,3.0
node-masta-139-lobby,Massachusetts Avenue,Boston,42.341327,-71.083606,True,3,
place-sull,Sullivan Square,Boston,42.383975,-71.076994,True,1,
70130,Harvard Avenue,Boston,42.350263,-71.131298,True,0,0.0
door-cedgr-hillsdale,Hillsdale St,Boston,42.279969,-71.061122,True,2,
70068,Harvard,Cambridge,42.374663,-71.118814,True,0,1.0
1753,34 Heath St opp Bromley St,Boston,42.325262,-71.099639,True,0,3.0
node-astao-rev-fareunpaid,Assembly,Somerville,42.39219,-71.077269,True,3,
1401,Cambridge St @ Trowbridge St,Cambridge,42.374884,-71.110198,True,0,3.0
2174,Concord Ave @ Bond St,Cambridge,42.380377,-71.127371,False,0,3.0
880,L St @ E 2nd St,Boston,42.337375,-71.035546,True,0,3.0
node-forhl-nlowbusstairs-busway,Forest Hills,Boston,42.300763,-71.113582,True,3,
70244,Northeastern University,Boston,42.340222,-71.0892,True,0,0.0
384,Blue Hill Ave @ Pasadena Rd,Boston,42.305939,-71.08439,True,0,3.0
node-912-top,North Station,Boston,42.365692,-71.060464,True,3,
36434,Cummins Hwy @ Pleasantview St,Boston,42.275079,-71.110506,True,0,3.0
9070024,Haymarket - Congress St opp Hanover St,Boston,42.361133,-71.057643,True,0,3.0
node-cntsq-westernstair-farepaid,Central,Cambridge,,,True,3,
2741,Broadway @ Leonard St,Somerville,42.401089,-71.120555,False,0,3.0
door-davis-busway,"College Ave, Tufts University, Buses",Somerville,42.396742,-71.121989,True,2,
2901,Mystic Ave @ Wheatland St,Somerville,42.394079,-71.08729,True,0,3.0
1546,Boylston St @ Warren St,Brookline,42.328644,-71.133177,True,0,3.0
node-962-lobby,Arlington,Boston,,,True,3,
2441,Prospect St @ Broadway,Cambridge,42.369626,-71.100892,True,0,3.0
10008,Albany St opp Randolph St,Boston,42.339915,-71.064356,True,0,3.0
2595,Somerville Ave @ Carlton St,Somerville,42.381176,-71.099677,True,0,3.0
6495,Hyde Park Ave opp Walk Hill St,Boston,42.296229,-71.116225,True,0,3.0
6513,River St @ Vallaro Rd,Boston,42.243186,-71.140332,True,0,3.0
node-6-landing,State,Boston,,,True,3,
node-alfcl-mainstairs-second,Alewife,Cambridge,42.395819,-71.141204,True,3,
629,Washington St opp Schubert St,Boston,42.275951,-71.139621,True,0,3.0
2567,Kirkland St @ Quincy St,Cambridge,42.376674,-71.113632,True,0,3.0
node-414-platform,Courthouse,Boston,,,True,3,
42819,Hyde Park Ave @ Wolcott Square,Boston,42.237502,-71.132696,False,0,3.0
64000,Nubian,Boston,42.329513,-71.083736,True,0,3.0
6402,17 Pond St,Boston,42.250218,-71.117192,True,0,3.0
36466,Hyde Park Ave @ Oak St,Boston,42.254919,-71.124162,True,0,3.0
door-state-cityhall,City Hall,Boston,42.359435,-71.057615,False,2,
355,Dorchester Ave @ Columbia Rd,Boston,42.320615,-71.056709,False,0,3.0
41836,Independence Dr @ Gerry Rd,Brookline,42.299997,-71.15539,True,0,3.0
node-knncl-sbmain-platform,Kendall/MIT,Cambridge,42.362225,-71.086159,True,3,
70238,Cleveland Circle,Boston,42.336252,-71.148774,True,0,0.0
node-hymnl-ebstairs-platform,Hynes Convention Center,Boston,,,True,3,
5203,Old Colony Ave @ Msgr O'Callaghan Way,Boston,42.324449,-71.05251,True,0,3.0
