Park_Name,Play_Name,Neighbor,OS_ID,Asset,asset_deta,Asset_use1,Asset_use2,Asset_use3,Age,shape_wkt,POINT_X,POINT_Y,source_file,cleaned_date
Arnold Arboretum,,Jamaica Plain,11.0,Drinking Fountain,"Pet,Bottle Filler,Drinking",,,,,POINT (-71.127531701999942 42.291267431000051),-71.12753170199994,42.29126743100005,park_features.csv,2025-11-30 19:58:11
Ross Playground,,Hyde Park,270.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.111743385999944 42.263347445000079),-71.11174338599994,42.26334744500008,park_features.csv,2025-11-30 19:58:11
Reservation Road Park,,Hyde Park,256.0,Flagpole,Unlit,25,Aluminum,USA 5X8,,POINT (-71.128828222999971 42.249887821000073),-71.12882822299997,42.24988782100007,park_features.csv,2025-11-30 19:58:11
Dennis Street Park,,Roxbury,85.0,Hose Bibb,UA,Above Ground,,,,POINT (-71.074536528999943 42.322332735000032),-71.07453652899994,42.32233273500003,park_features.csv,2025-11-30 19:58:11
Medal of Honor Park,,South Boston,196.0,Hose Bibb,UA,Above Ground,,,,POINT (-71.032293808999952 42.33716251900006),-71.03229380899995,42.33716251900007,park_features.csv,2025-11-30 19:58:11
Buckley Playground,,South Boston,35.0,Hose Bibb,UA,Above Ground,,,,POINT (-71.04904660699998 42.33912424600004),-71.04904660699998,42.33912424600004,park_features.csv,2025-11-30 19:58:11
Downer Avenue Playground,,Dorchester,92.0,Drinking Fountain,Pet,,,,,POINT (-71.06198406599998 42.311778639000067),-71.06198406599998,42.31177863900007,park_features.csv,2025-11-30 19:58:11
,,,,Hose Bibb,UA,Above Ground,,,,POINT (-71.088375920999965 42.315177910000045),-71.08837592099997,42.315177910000045,park_features.csv,2025-11-30 19:58:11
Doherty/Gibson Playground,,Dorchester,88.0,Flagpole,Unlit,50,Fiberglass,,,POINT (-71.061941281999964 42.297584563000044),-71.06194128199996,42.29758456300005,park_features.csv,2025-11-30 19:58:11
Union Park Street Playground,,South End,309.0,Hose Bibb,UA,Above Ground,,,,POINT (-71.065447094999968 42.339636170000063),-71.06544709499997,42.33963617000006,park_features.csv,2025-11-30 19:58:11
Smith Playground,,Allston-Brighton,284.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.131499513999984 42.364963388000035),-71.13149951399998,42.364963388000035,park_features.csv,2025-11-30 19:58:11
Smith Playground,,Allston-Brighton,284.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.132128532999957 42.364603872000032),-71.13212853299996,42.36460387200003,park_features.csv,2025-11-30 19:58:11
Marcella Playground,,Roxbury,187.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.096509078999986 42.322027880000064),-71.09650907899999,42.322027880000064,park_features.csv,2025-11-30 19:58:11
Hunt Playground,,Mattapan,6.0,Hose Bibb,UA,Above Ground,,,,POINT (-71.097910361999936 42.275231514000041),-71.09791036199994,42.27523151400004,park_features.csv,2025-11-30 19:58:11
Childe Hassam Park,,South End,54.0,Hose Bibb,,Above Ground,,,,POINT (-71.074565853999957 42.346092875000068),-71.07456585399996,42.34609287500006,park_features.csv,2025-11-30 19:58:11
Hayes Park,,South End,147.0,Drinking Fountain,,,,,,POINT (-71.075623624999935 42.343775012000037),-71.07562362499993,42.34377501200004,park_features.csv,2025-11-30 19:58:11
Mother's Rest at Four Corners,,Dorchester,205.0,Drinking Fountain,Drinking,,,,,POINT (-71.071676985999943 42.29750204100003),-71.07167698599994,42.29750204100003,park_features.csv,2025-11-30 19:58:11
Mother's Rest at Four Corners,,Dorchester,205.0,Drinking Fountain,"Drinking, Pet",,,,,POINT (-71.072200573999964 42.297459593000042),-71.07220057399996,42.29745959300004,park_features.csv,2025-11-30 19:58:11
Mother's Rest at Four Corners,,Dorchester,205.0,Fitness Equipment,,,,,,POINT (-71.072235360999969 42.297541457000079),-71.07223536099997,42.29754145700008,park_features.csv,2025-11-30 19:58:11
O'Day Playground,,South End,219.0,Drinking Fountain,,,,,,POINT (-71.075063807999982 42.340553148000026),-71.07506380799998,42.340553148000026,park_features.csv,2025-11-30 19:58:11
Codman Square Park,,Dorchester,7279.0,Drinking Fountain,UA,,,,,POINT (-71.071311682999976 42.290308880000055),-71.07131168299998,42.290308880000055,park_features.csv,2025-11-30 19:58:11
Codman Square Park,,Dorchester,7279.0,Electrical Outlet,UA,UA,,,,POINT (-71.070957674999988 42.290322847000027),-71.07095767499999,42.29032284700003,park_features.csv,2025-11-30 19:58:11
Arnold Arboretum,,Jamaica Plain,11.0,Drinking Fountain,"Pet,Bottle Filler,Drinking",,,,,POINT (-71.128148666999948 42.295438059000048),-71.12814866699995,42.29543805900005,park_features.csv,2025-11-30 19:58:11
Flaherty Park,,South Boston,118.0,Hose Bibb,UA,Above Ground,,,,POINT (-71.052877156999955 42.341933359000052),-71.05287715699995,42.341933359000045,park_features.csv,2025-11-30 19:58:11
Downer Avenue Playground,,Dorchester,92.0,Hose Bibb,Spigot,Above Ground,,,,POINT (-71.061981010999943 42.311778943000036),-71.06198101099994,42.31177894300003,park_features.csv,2025-11-30 19:58:11
Msgr. Reynolds Playground,,South End,202.0,Hose Bibb,UA,Above Ground,,,,POINT (-71.070786276999968 42.340511850000041),-71.07078627699997,42.34051185000004,park_features.csv,2025-11-30 19:58:11
DeFilippo Playground,,Central Boston,81.0,Drinking Fountain,"Pet, Drinking",,,,,POINT (-71.056733230999953 42.36692282000007),-71.05673323099995,42.36692282000007,park_features.csv,2025-11-30 19:58:11
Ryan Playground,,Charlestown,274.0,Restroom,Permanent Structure,,Gendered,Stalls: 6,,POINT (-71.072333713999967 42.385570916000063),-71.07233371399997,42.38557091600006,park_features.csv,2025-11-30 19:58:11
Doherty/Gibson Playground,,Dorchester,88.0,Restroom,Permanent Structure,,UA,UA,,POINT (-71.061243520999938 42.297520611000039),-71.06124352099994,42.29752061100004,park_features.csv,2025-11-30 19:58:11
Garvey Playground,,Dorchester,130.0,Restroom,Permanent Structure,,UA,UA,,POINT (-71.044924178999963 42.288231281000037),-71.04492417899996,42.28823128100004,park_features.csv,2025-11-30 19:58:11
Arnold Arboretum,,Jamaica Plain,11.0,Drinking Fountain,"Pet,Bottle Filler,Drinking",,,,,POINT (-71.124726540999973 42.294487376000063),-71.12472654099997,42.29448737600006,park_features.csv,2025-11-30 19:58:11
Titus Sparrow Park,,South End,304.0,Basketball,Full,,,,,POINT (-71.080231028999947 42.343621358000064),-71.08023102899995,42.343621358000064,park_features.csv,2025-11-30 19:58:11
Titus Sparrow Park,,South End,304.0,Basketball,Half,,,,,POINT (-71.080265053999938 42.343535131000067),-71.08026505399994,42.34353513100007,park_features.csv,2025-11-30 19:58:11
Titus Sparrow Park,,South End,304.0,Tennis,Full,,,,,POINT (-71.080599732999985 42.343396560000031),-71.08059973299999,42.34339656000003,park_features.csv,2025-11-30 19:58:11
Titus Sparrow Park,,South End,304.0,Playground,bucket swing,,,,"2-5,5-12",POINT (-71.079371695999953 42.34333517500005),-71.07937169599995,42.34333517500005,park_features.csv,2025-11-30 19:58:11
Nonquit Street Green,,Dorchester,7272.0,Drinking Fountain,Drinking,,,,,POINT (-71.068374784999946 42.318052158000057),-71.06837478499995,42.31805215800006,park_features.csv,2025-11-30 19:58:11
Ramsay Park,,Roxbury,254.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.079828382999949 42.334977146000028),-71.07982838299995,42.334977146000035,park_features.csv,2025-11-30 19:58:11
DeFilippo Playground,,Central Boston,81.0,Drinking Fountain,"Pet, Drinking",,,,,POINT (-71.056777982999961 42.366815840000072),-71.05677798299996,42.36681584000007,park_features.csv,2025-11-30 19:58:11
Billings Field,,West Roxbury,23.0,Restroom,Permanent Structure,,Gendered,Stalls: 4,,POINT (-71.156883525999945 42.280262434000065),-71.15688352599994,42.280262434000065,park_features.csv,2025-11-30 19:58:11
Quincy/Stanley Play Area,,Dorchester,251.0,Hose Bibb,UA,Above Ground,,,,POINT (-71.06870904799996 42.31099752700004),-71.06870904799996,42.31099752700004,park_features.csv,2025-11-30 19:58:11
Ryan Play Area,,Dorchester,275.0,Hose Bibb,UA,Above Ground,,,,POINT (-71.056065541999942 42.31770892000003),-71.05606554199994,42.31770892000003,park_features.csv,2025-11-30 19:58:11
O'Day Playground,,South End,219.0,Spray Play,UA,,,,,POINT (-71.075077307999948 42.340699677000032),-71.07507730799995,42.34069967700003,park_features.csv,2025-11-30 19:58:11
Jamaica Pond Park,,Jamaica Plain,163.0,Drinking Fountain,"Pet,Bottle Filler,Drinking",,,,,POINT (-71.119713014999945 42.321250704000079),-71.11971301499995,42.32125070400008,park_features.csv,2025-11-30 19:58:11
Jamaica Pond Park,,Jamaica Plain,163.0,Drinking Fountain,"Pet,Bottle Filler,Drinking",,,,,POINT (-71.117547988999945 42.315655993000064),-71.11754798899995,42.315655993000064,park_features.csv,2025-11-30 19:58:11
Millennium Park I,,West Roxbury,198.0,Playground,Bucket Swing,,,,"0-2,2-5,5-12",POINT (-71.181101148999971 42.282557561000033),-71.18110114899997,42.28255756100003,park_features.csv,2025-11-30 19:58:11
Millennium Park I,,West Roxbury,198.0,Athletic Field,Soccer,,Natural Turf,UA,,POINT (-71.179157404999955 42.281927016000054),-71.17915740499996,42.281927016000054,park_features.csv,2025-11-30 19:58:11
Millennium Park I,,West Roxbury,198.0,Athletic Field,Soccer,,Natural Turf,UA,,POINT (-71.182511973999965 42.281707536000056),-71.18251197399996,42.281707536000056,park_features.csv,2025-11-30 19:58:11
Millennium Park I,,West Roxbury,198.0,Athletic Field,Soccer,,Natural Turf,UA,,POINT (-71.179910463999988 42.283066635000068),-71.17991046399999,42.28306663500006,park_features.csv,2025-11-30 19:58:11
Millennium Park I,,West Roxbury,198.0,Parking Lot,,8,158,,,POINT (-71.180820973999971 42.281598975000065),-71.18082097399997,42.281598975000065,park_features.csv,2025-11-30 19:58:11
Millennium Park I,,West Roxbury,198.0,Drinking Fountain,"Pet,Bottle Filler,Drinking",,,,,POINT (-71.180502273999934 42.282330745000024),-71.18050227399993,42.282330745000024,park_features.csv,2025-11-30 19:58:11
Millennium Park I,,West Roxbury,198.0,Fitness Equipment,,,,,,POINT (-71.178499373999955 42.283691345000079),-71.17849937399995,42.28369134500008,park_features.csv,2025-11-30 19:58:11
Millennium Park I,,West Roxbury,198.0,Parking Lot,,4,63,,,POINT (-71.178259203999971 42.283423910000067),-71.17825920399997,42.28342391000007,park_features.csv,2025-11-30 19:58:11
Millennium Park I,,West Roxbury,198.0,Parking Lot,,4,56,,,POINT (-71.177808359999972 42.282357834000038),-71.17780835999997,42.28235783400004,park_features.csv,2025-11-30 19:58:11
Millennium Park I,,West Roxbury,198.0,Parking Lot,,4,53,,,POINT (-71.184358084999985 42.280351264000046),-71.18435808499999,42.280351264000046,park_features.csv,2025-11-30 19:58:11
Millennium Park I,,West Roxbury,198.0,Restroom,Covered Portable Restroom Pad,,,Pad Capacity: 3,,POINT (-71.181016365999938 42.282159600000057),-71.18101636599994,42.28215960000006,park_features.csv,2025-11-30 19:58:11
West Roxbury H.S. Athletic Fields,,West Roxbury,318.0,Tennis,Full,,,,,POINT (-71.175785295999958 42.282106415000044),-71.17578529599996,42.28210641500005,park_features.csv,2025-11-30 19:58:11
West Roxbury H.S. Athletic Fields,,West Roxbury,318.0,Basketball,Half,,,,,POINT (-71.175961014999984 42.28221155500006),-71.17596101499998,42.28221155500007,park_features.csv,2025-11-30 19:58:11
West Roxbury H.S. Athletic Fields,,West Roxbury,318.0,Basketball,Half,,,,,POINT (-71.175760714999967 42.282275015000039),-71.17576071499997,42.28227501500004,park_features.csv,2025-11-30 19:58:11
West Roxbury H.S. Athletic Fields,,West Roxbury,318.0,Tennis,Full,Pickleball x 1,,,,POINT (-71.175938187999975 42.28256611900008),-71.17593818799998,42.28256611900008,park_features.csv,2025-11-30 19:58:11
West Roxbury H.S. Athletic Fields,,West Roxbury,318.0,Athletic Field,Combo,"Soccer,Football,Lacrosse",Artificial Turf,,,POINT (-71.176637324999945 42.282612525000047),-71.17663732499994,42.28261252500005,park_features.csv,2025-11-30 19:58:11
West Roxbury H.S. Athletic Fields,,West Roxbury,318.0,Athletic Field,Softball,,Artificial Turf,,,POINT (-71.175652665999962 42.281791865000059),-71.17565266599996,42.28179186500006,park_features.csv,2025-11-30 19:58:11
West Roxbury H.S. Athletic Fields,,West Roxbury,318.0,Athletic Field,Baseball,,Artificial Turf,,,POINT (-71.17670256599996 42.28085754600005),-71.17670256599996,42.28085754600005,park_features.csv,2025-11-30 19:58:11
West Roxbury H.S. Athletic Fields,,West Roxbury,318.0,Athletic Field,Soccer,,Artificial Turf,,,POINT (-71.175993889999972 42.281239051000057),-71.17599388999997,42.28123905100006,park_features.csv,2025-11-30 19:58:11
West Roxbury H.S. Athletic Fields,,West Roxbury,318.0,Tennis,Full,Pickleball x 1,,,,POINT (-71.175963044999946 42.282897425000044),-71.17596304499995,42.28289742500005,park_features.csv,2025-11-30 19:58:11
Brighton Common,,Allston-Brighton,32.0,Electrical Outlet,,,,,,POINT (-71.153515618999961 42.34805123700005),-71.15351561899996,42.34805123700005,park_features.csv,2025-11-30 19:58:11
Hardiman Playground,,Allston-Brighton,143.0,Flagpole,Unlit,35,,USA 5X8,,POINT (-71.165871429999982 42.351503131000072),-71.16587142999998,42.35150313100007,park_features.csv,2025-11-30 19:58:11
Portsmouth Street Playground,,Allston-Brighton,243.0,Hose Bibb,,Above Ground,,,,POINT (-71.144794760999957 42.359482383000056),-71.14479476099996,42.359482383000056,park_features.csv,2025-11-30 19:58:11
Byrne Playground,,Dorchester,39.0,Hose Bibb,UA,Above Ground,,,,POINT (-71.052244086999963 42.301034530000038),-71.05224408699996,42.30103453000004,park_features.csv,2025-11-30 19:58:11
Ronan Park,,Dorchester,268.0,Hose Bibb,UA,Above Ground,,,,POINT (-71.063209251999979 42.303885229000059),-71.06320925199998,42.30388522900006,park_features.csv,2025-11-30 19:58:11
Ronan Park,,Dorchester,268.0,Flagpole,Unlit,25,Aluminum,USA 5X8,,POINT (-71.063434448999942 42.304680796000071),-71.06343444899994,42.30468079600007,park_features.csv,2025-11-30 19:58:11
Dorchester Park,,Dorchester,90.0,Hose Bibb,UA,Above Ground,,,,POINT (-71.061398709999935 42.275914305000072),-71.06139870999993,42.27591430500007,park_features.csv,2025-11-30 19:58:11
Ceylon Park,,Dorchester,49.0,Athletic Field,Combo,"Soccer,Lacrosse",Synthetic Turf,,,POINT (-71.073527341999977 42.310302590000049),-71.07352734199998,42.31030259000005,park_features.csv,2025-11-30 19:58:11
Ross Playground,,Hyde Park,270.0,Flagpole,Unlit,30,Aluminum,USA 5X8,,POINT (-71.112989341999935 42.263090807000026),-71.11298934199993,42.263090807000026,park_features.csv,2025-11-30 19:58:11
Ernst Chery Jr. Playground,,Mattapan,109.0,Hose Bibb,Spigot,Above Ground,,,,POINT (-71.09920677599996 42.274206269000047),-71.09920677599996,42.27420626900005,park_features.csv,2025-11-30 19:58:11
Clifford Playground,,Roxbury,59.0,Flagpole,,,,USA 5X8,,POINT (-71.067148634999967 42.326879835000057),-71.06714863499997,42.32687983500006,park_features.csv,2025-11-30 19:58:11
Franklin Park,,Roxbury,124.0,Hose Bibb,,Above Ground,,,,POINT (-71.091640355999971 42.308951719000049),-71.09164035599997,42.30895171900005,park_features.csv,2025-11-30 19:58:11
Cassidy Playground,,Allston-Brighton,44.0,Hose Bibb,,Above Ground,,,,POINT (-71.150958825999965 42.335377320000077),-71.15095882599996,42.33537732000008,park_features.csv,2025-11-30 19:58:11
Joyce Playground,,Allston-Brighton,169.0,Hose Bibb,,Above Ground,,,,POINT (-71.151604701999986 42.345136270000069),-71.15160470199999,42.34513627000007,park_features.csv,2025-11-30 19:58:11
Rogers Park,,Allston-Brighton,267.0,Flagpole,Unlit,35,Aluminum,,,POINT (-71.159176792999972 42.347661287000051),-71.15917679299997,42.34766128700005,park_features.csv,2025-11-30 19:58:11
McKinney Playground,,Allston-Brighton,193.0,Electrical Outlet,Athletic Lighting (scoreboard),,,,,POINT (-71.153339252999956 42.354435909000074),-71.15333925299996,42.354435909000074,park_features.csv,2025-11-30 19:58:11
Hardiman Playground,,Allston-Brighton,143.0,Hose Bibb,,Above Ground,,,,POINT (-71.166337554999984 42.35143135800007),-71.16633755499998,42.35143135800007,park_features.csv,2025-11-30 19:58:11
Ringer Playground,,Allston-Brighton,259.0,Hose Bibb,,Above Ground,,,,POINT (-71.137543003999951 42.350930679000044),-71.13754300399995,42.35093067900005,park_features.csv,2025-11-30 19:58:11
Portsmouth Street Playground,,Allston-Brighton,243.0,Flagpole,Unlit,30,Aluminum,,,POINT (-71.144901645999937 42.359284344000059),-71.14490164599994,42.35928434400006,park_features.csv,2025-11-30 19:58:11
Hobart Park,,Allston-Brighton,154.0,Hose Bibb,,Above Ground,,,,POINT (-71.161264335999988 42.355573172000049),-71.16126433599999,42.35557317200005,park_features.csv,2025-11-30 19:58:11
Byrne Playground,,Dorchester,39.0,Flagpole,Unlit,40,Aluminum,,,POINT (-71.051798582999936 42.300900949000038),-71.05179858299994,42.30090094900004,park_features.csv,2025-11-30 19:58:11
Hemenway Playground,,Dorchester,151.0,Hose Bibb,UA,Above Ground,,,,POINT (-71.057080268999982 42.291467093000051),-71.05708026899998,42.29146709300005,park_features.csv,2025-11-30 19:58:11
Flaherty Playground,,Jamaica Plain,119.0,Drinking Fountain,"Pet,Bottle Filler,Drinking",,,,,POINT (-71.104181509999933 42.31181295500005),-71.10418150999993,42.31181295500005,park_features.csv,2025-11-30 19:58:11
Flaherty Playground,,Jamaica Plain,119.0,Dog Park,All Dogs,,,,,POINT (-71.104392684999937 42.311789606000048),-71.10439268499994,42.31178960600005,park_features.csv,2025-11-30 19:58:11
Flaherty Playground,,Jamaica Plain,119.0,Drinking Fountain,"Bottle Filler,Drinking",,,,,POINT (-71.104237888999933 42.311502752000081),-71.10423788899993,42.31150275200008,park_features.csv,2025-11-30 19:58:11
Flaherty Playground,,Jamaica Plain,119.0,Playground,,,,,5-12,POINT (-71.104417514999966 42.311457068000038),-71.10441751499997,42.31145706800004,park_features.csv,2025-11-30 19:58:11
Ross Playground,,Hyde Park,270.0,Hose Bibb,UA,Above Ground,,,,POINT (-71.111797269999954 42.263163613000074),-71.11179726999995,42.263163613000074,park_features.csv,2025-11-30 19:58:11
Long Island Courts,,Harbor Islands,7286.0,Tennis,Full,Pickleball x1,,,,POINT (-70.958642130999976 42.329036827000039),-70.95864213099998,42.32903682700004,park_features.csv,2025-11-30 19:58:11
Long Island Courts,,Harbor Islands,7286.0,Tennis,Full,Pickleball x1,,,,POINT (-70.958736347999945 42.32892062500008),-70.95873634799995,42.32892062500008,park_features.csv,2025-11-30 19:58:11
Long Island Courts,,Harbor Islands,7286.0,Basketball,,Full,,,,POINT (-70.958953878999978 42.328705989000071),-70.95895387899998,42.32870598900007,park_features.csv,2025-11-30 19:58:11
Long Island Courts,,Harbor Islands,7286.0,Basketball,,Full,,,,POINT (-70.959070121999957 42.328579040000079),-70.95907012199996,42.32857904000008,park_features.csv,2025-11-30 19:58:11
Sweeney Playground,,South Boston,297.0,Hose Bibb,UA,Above Ground,,,,POINT (-71.051501734999988 42.337251366000032),-71.05150173499999,42.33725136600003,park_features.csv,2025-11-30 19:58:11
,,,,Hose Bibb,UA,Above Ground,,,,POINT (-71.082681324999953 42.315374381000026),-71.08268132499995,42.31537438100003,park_features.csv,2025-11-30 19:58:11
Franklin Park,,Roxbury,124.0,Hose Bibb,,Above Ground,,,,POINT (-71.091681342999948 42.307905212000037),-71.09168134299995,42.30790521200004,park_features.csv,2025-11-30 19:58:11
Oak Square,,Allston-Brighton,217.0,Flagpole,Unlit,80,Aluminum,"USA 6X10, MIA 5X8",,POINT (-71.167998412999964 42.350847177000048),-71.16799841299996,42.35084717700005,park_features.csv,2025-11-30 19:58:11
James H. Roberts Playground,,Allston-Brighton,156.0,Hose Bibb,,Above Ground,,,,POINT (-71.125456081999971 42.359460867000053),-71.12545608199997,42.35946086700005,park_features.csv,2025-11-30 19:58:11
Martin/Hilltop Playground,,Dorchester,189.0,Flagpole,Unlit,20,Aluminum,USA 5X8,,POINT (-71.052729449999958 42.279267640000057),-71.05272944999996,42.27926764000006,park_features.csv,2025-11-30 19:58:11
Ronan Park,,Dorchester,268.0,Hose Bibb,UA,Above Ground,,,,POINT (-71.064090320999981 42.305005966000067),-71.06409032099998,42.30500596600007,park_features.csv,2025-11-30 19:58:11
Dorchester Park,,Dorchester,90.0,Hose Bibb,UA,Above Ground,,,,POINT (-71.063704454999936 42.278274712000041),-71.06370445499994,42.27827471200004,park_features.csv,2025-11-30 19:58:11
Hunt Playground,,Mattapan,6.0,Electrical Outlet,Pedestal,UA,,,,POINT (-71.097999872999935 42.275121814000045),-71.09799987299994,42.275121814000045,park_features.csv,2025-11-30 19:58:11
South Street Mall & Courts,,Jamaica Plain,288.0,Hose Bibb,UA,Above Ground,,,,POINT (-71.115289832999963 42.307763806000025),-71.11528983299996,42.307763806000025,park_features.csv,2025-11-30 19:58:11
Parkman Playground,,Jamaica Plain,229.0,Flagpole,Unlit,45,Aluminum,,,POINT (-71.112973791999934 42.29642341400006),-71.11297379199993,42.29642341400007,park_features.csv,2025-11-30 19:58:11
Iacono/Readville Playground,,Hyde Park,160.0,Hose Bibb,UA,Above Ground,,,,POINT (-71.13577444699996 42.239022089000059),-71.13577444699996,42.23902208900006,park_features.csv,2025-11-30 19:58:11
McGann Park,,Hyde Park,192.0,Hose Bibb,UA,Above Ground,,,,POINT (-71.127376518999938 42.264375992000055),-71.12737651899994,42.264375992000055,park_features.csv,2025-11-30 19:58:11
George Wright Golf Course,,Hyde Park,132.0,Flagpole,Unlit,90,Aluminum,,,POINT (-71.132758526999964 42.268513410000025),-71.13275852699996,42.268513410000025,park_features.csv,2025-11-30 19:58:11
John Harvard Mall,,Charlestown,145.0,Flagpole,,,,USA 5X8,,POINT (-71.062580107999963 42.372580102000029),-71.06258010799996,42.37258010200003,park_features.csv,2025-11-30 19:58:11
Hayes Square,,Charlestown,148.0,Flagpole,,,,USA 5X8,,POINT (-71.056930431999945 42.376933722000047),-71.05693043199994,42.37693372200005,park_features.csv,2025-11-30 19:58:11
,,East Boston,,Flagpole,,,,USA 5X8,,POINT (-71.038854418999961 42.369984522000038),-71.03885441899996,42.36998452200004,park_features.csv,2025-11-30 19:58:11
Central Square,,East Boston,48.0,Flagpole,,,,USA 5X8,,POINT (-71.039345633999972 42.374417717000028),-71.03934563399997,42.37441771700003,park_features.csv,2025-11-30 19:58:11
Brophy Park,,East Boston,33.0,Flagpole,,,,USA 5X8,,POINT (-71.03371545899995 42.365485417000059),-71.03371545899995,42.36548541700006,park_features.csv,2025-11-30 19:58:11
Noyes Playground,,East Boston,216.0,Flagpole,,,,USA 5X8,,POINT (-71.009897596999963 42.387853095000025),-71.00989759699996,42.387853095000025,park_features.csv,2025-11-30 19:58:11
Copp's Hill Burying Ground,,Central Boston,71.0,Flagpole,,,,USA 5X8,,POINT (-71.05609067599994 42.36698321700004),-71.05609067599994,42.36698321700004,park_features.csv,2025-11-30 19:58:11
Langone Park,,Central Boston,175.0,Flagpole,,,,USA 5X8,,POINT (-71.056193665999956 42.368908088000069),-71.05619366599996,42.36890808800007,park_features.csv,2025-11-30 19:58:11
Harambee Park,,Dorchester,142.0,Flagpole,,,,USA 6X10,,POINT (-71.084286988999963 42.290965690000064),-71.08428698899996,42.290965690000064,park_features.csv,2025-11-30 19:58:11
,,Mattapan,,Flagpole,,,,USA 5X8,,POINT (-71.094164388999957 42.267323710000028),-71.09416438899996,42.267323710000035,park_features.csv,2025-11-30 19:58:11
Franklin Park,,Roxbury,124.0,Flagpole,,,,USA 5X8,,POINT (-71.089060379999978 42.300892860000033),-71.08906037999998,42.30089286000003,park_features.csv,2025-11-30 19:58:11
Riverway I,,Fenway/Longwood,263.0,Flagpole,,,,USA 5X8,,POINT (-71.10439833199996 42.344615670000053),-71.10439833199996,42.34461567000005,park_features.csv,2025-11-30 19:58:11
Soldier's Monument,,Jamaica Plain,341.0,Flagpole,,,,USA 5X8,,POINT (-71.116015114999982 42.309317916000055),-71.11601511499998,42.309317916000055,park_features.csv,2025-11-30 19:58:11
Mahoney Square,,Jamaica Plain,185.0,Flagpole,,,,,,POINT (-71.109931396999968 42.321885222000049),-71.10993139699997,42.32188522200005,park_features.csv,2025-11-30 19:58:11
Public Garden,,Back Bay/Beacon Hill,246.0,Flagpole,,,,USA 6X10,,POINT (-71.068597720999946 42.353600592000078),-71.06859772099995,42.35360059200008,park_features.csv,2025-11-30 19:58:11
Charlestown H.S. Athletic Fields,,Charlestown,51.0,Flagpole,,,,USA 5X8,,POINT (-71.060140183999977 42.38131256500003),-71.06014018399998,42.38131256500003,park_features.csv,2025-11-30 19:58:11
Ryan Play Area,,Dorchester,275.0,Flagpole,Lit,50,Aluminum,USA 5X8,,POINT (-71.05648322199994 42.31765443200004),-71.05648322199994,42.31765443200004,park_features.csv,2025-11-30 19:58:11
Dell Rock,,Hyde Park,84.0,Flagpole,,,,USA 5X8,,POINT (-71.122313350999946 42.26033306000005),-71.12231335099995,42.26033306000005,park_features.csv,2025-11-30 19:58:11
Moakley Park,,South Boston,200.0,Flagpole,,,,USA 3X5,,POINT (-71.050393679999956 42.324528407000059),-71.05039367999996,42.32452840700006,park_features.csv,2025-11-30 19:58:11
Boston Common,,Back Bay/Beacon Hill,27.0,Flagpole,,,,USA 6X10,,POINT (-71.066638091999948 42.354452953000077),-71.06663809199995,42.35445295300008,park_features.csv,2025-11-30 19:58:11
Elliot Norton Park,,Central Boston,104.0,Flagpole,,,,USA 5X8,,POINT (-71.066244776999952 42.349227924000047),-71.06624477699995,42.34922792400005,park_features.csv,2025-11-30 19:58:11
Elliot Norton Park,,Central Boston,104.0,Flagpole,,,,MIA 5X8,,POINT (-71.066238436999981 42.349181550000026),-71.06623843699998,42.349181550000026,park_features.csv,2025-11-30 19:58:11
Blackstone Square,,South End,24.0,Flagpole,,,,USA 6X10,,POINT (-71.073318658999938 42.339428669000029),-71.07331865899994,42.33942866900003,park_features.csv,2025-11-30 19:58:11
,,East Boston,,Flagpole,,,,USA 5X8,,POINT (-71.027975181999977 42.379062050000073),-71.02797518199998,42.37906205000007,park_features.csv,2025-11-30 19:58:11
East Boston Memorial Park I,,East Boston,98.0,Flagpole,,,,USA 5X8,,POINT (-71.028536008999936 42.370848056000057),-71.02853600899994,42.37084805600006,park_features.csv,2025-11-30 19:58:11
East Boston Memorial Park I,,East Boston,98.0,Flagpole,,,,MIA 3X5,,POINT (-71.028565468999943 42.370830200000057),-71.02856546899994,42.37083020000006,park_features.csv,2025-11-30 19:58:11
East Boston Memorial Park I,,East Boston,98.0,Flagpole,,,,COB 3X5,,POINT (-71.028506951999987 42.370864464000078),-71.02850695199999,42.37086446400008,park_features.csv,2025-11-30 19:58:11
Medal of Honor Park,,South Boston,196.0,Flagpole,Lit,35,Aluminum,USA 5X8,,POINT (-71.032357055999967 42.336656745000028),-71.03235705599997,42.336656745000035,park_features.csv,2025-11-30 19:58:11
Medal of Honor Park,,South Boston,196.0,Flagpole,Lit,30,Aluminum,COB 5X8,,POINT (-71.032401017999973 42.336647012000071),-71.03240101799997,42.33664701200007,park_features.csv,2025-11-30 19:58:11
Medal of Honor Park,,South Boston,196.0,Flagpole,Lit,30,Aluminum,MIA 5X8,,POINT (-71.03231419399998 42.336646659000053),-71.03231419399998,42.33664665900005,park_features.csv,2025-11-30 19:58:11
McConnell Park,,Dorchester,191.0,Flagpole,,,,USA 5X8,,POINT (-71.052069195999934 42.308527875000038),-71.05206919599993,42.30852787500004,park_features.csv,2025-11-30 19:58:11
