SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,PARK_ID,REGION,OS_ID,F_100ftRule,ZipCode,ParcelNumber,YearAcquired,STArea__,STLength__,Shape_Length,Shape_Area,shape_wkt
Malcolm X Park,City of Boston,A97/LWCF,3,Roxbury,15.242130339999999,150 M L King Jr. Boulevard,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Washington Park,BPRD,186,PARK_Maintenance_Region 5,186,YES,02119,"1100270000,1201732000",1991,,,0.014448442236343,0.000006736951510,
Horatio Harris Park,City of Boston,A97/LWCF,3,Roxbury,2.521942020000000,85 Harold Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,157,PARK_Maintenance_Region 3,157,YES,02119,1203435000,1913,,,0.004260641636130,0.000001114632716,
Trotter School Playground,City of Boston,A97/UPARR,3,Roxbury,1.244006500000000,59 Waumbeck Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,306,PARK_Maintenance_Region 5,306,YES,02121,1203276000,1973,,,0.003117687181991,0.000000549788589,
Crawford Street Playground,City of Boston,A97,3,Roxbury,2.567514070000000,320 Walnut Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,073,PARK_Maintenance_Region 5,73,YES,02121,"1202983000,1202985010",1965,,,0.006810962959177,0.000001134718796,
Father Jack Play Area,City of Boston,A97,3,Roxbury,0.319702750000000,345 Walnut Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Msgr. John Roussin Park, Walnut Park Play Area",BPRD,311,PARK_Maintenance_Region 5,311,YES,02119,1101679000,1927,,,0.001477826487900,0.000000141291272,
Flaherty Playground,City of Boston,A97,3,Jamaica Plain,1.321806840000000,40 Cornwall Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Cornwall,BPRD,119,PARK_Maintenance_Region 3,119,YES,02130,1102253000,1925,,,0.003184071187660,0.000000584140301,"MULTIPOLYGON (((-71.104429180999944 42.312076897000054, -71.104987181999945 42.311545195000065, -71.104655212999944 42.311393341000041, -71.10458125699995 42.311358981000069, -71.10425982199996 42.311253408000027, -71.104224970999951 42.311245292000081, -71.104040975999965 42.31144107700004, -71.103954859999988 42.311532478000061, -71.103683141999966 42.311820325000042, -71.103676564999944 42.311827292000032, -71.104429180999944 42.312076897000054)))"
Marcella Playground,City of Boston,A97/LWCF,3,Roxbury,5.089894370000000,260 Highland Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,187,PARK_Maintenance_Region 5,187,YES,02119,1100868000,0,,,0.005686106729306,0.000002249745706,
Highland Park,City of Boston,A97,3,Roxbury,3.622691520000000,58 Beech Glen Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,152,PARK_Maintenance_Region 5,152,YES,02119,"1100592000,1100591000",1888,,,0.004894373334647,0.000001601300737,
Cedar Square,City of Boston,A97,3,Roxbury,0.615622470000000,15 Cedar Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,045,PARK_Maintenance_Region 5,45,YES,02119,0903776000,0,,,0.002132147766441,0.000000272115700,
Elm Hill Park,City of Boston,A97,1,Roxbury,0.117911100000000,21P Elm Hill Park,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,105,PARK_Maintenance_Region 5,105,YES,02121,1202695500,0,,,0.002088667036569,0.000000052109323,
Quincy Street Play Area,City of Boston,A97/USH,3,Roxbury,0.546024560000000,65 Quincy Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,250,PARK_Maintenance_Region 5,250,YES,02121,1202881000,0,,,0.002024183649587,0.000000241313975,"MULTIPOLYGON (((-71.079313858999967 42.314774297000042, -71.079688898999962 42.31495559800004, -71.079776565999964 42.315005136000025, -71.080128857999966 42.314671923000049, -71.079985135999948 42.314590942000052, -71.079839233999962 42.314509417000068, -71.079682813999966 42.314421505000041, -71.079313858999967 42.314774297000042)))"
Howes Playground,City of Boston,A97/UPARR/PARC,3,Roxbury,1.892586050000000,68 Moreland Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Gertrude Howes Plgd,BPRD,158,PARK_Maintenance_Region 5,158,YES,02119,0802922000,1930,,,0.003955018729574,0.000000836547080,"MULTIPOLYGON (((-71.077913695999939 42.324305244000072, -71.078077279999945 42.324379598000064, -71.078689973999985 42.32480182900008, -71.079506402999982 42.324160918000075, -71.07855516099994 42.323751415000061, -71.078320061999989 42.324052354000059, -71.078161429999966 42.323986231000049, -71.077913695999939 42.324305244000072)))"
Little Scobie Playground,City of Boston,A97,3,Roxbury,0.799776100000000,36 Copeland Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,181,PARK_Maintenance_Region 5,181,YES,02119,1200283000,0,,,0.002667521465944,0.000000353503191,
Erie/Ellington Playground,City of Boston,A97/LWCF/OCB,3,Dorchester,0.370505400000000,125 Erie Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,108,PARK_Maintenance_Region 2,108,YES,02121,"1402484000,1402485000,1402483000",0,,,0.001938346267015,0.000000163709484,"MULTIPOLYGON (((-71.083019702999934 42.301368142000058, -71.083306341999958 42.301552709000077, -71.083426832999976 42.301451666000048, -71.083560374999934 42.301339389000077, -71.083695227999954 42.30141625300007, -71.083828532999974 42.301284916000043, -71.083729155999947 42.301228395000066, -71.083520814999986 42.301104123000073, -71.083328823999977 42.30120757800006, -71.083171267999944 42.301290906000077, -71.083019702999934 42.301368142000058)))"
Puddingstone Park,City of Boston,A97,3,Dorchester,0.548189690000000,330 Seaver Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,247,PARK_Maintenance_Region 2,247,YES,02121,"1400829000,1400828000,1400830000,1400831000",0,,,0.002130816569949,0.000000242234978,
Bynoe Park,City of Boston,A97/UPARR/USH/CPA,3,Roxbury,2.674965650000000,50 Orchard Park,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Edna V. Bynoe Park; Orchard Park,BPRD,100,PARK_Maintenance_Region 5,100,YES,02119,0802192040,0,,,0.004561436040959,0.000001182462258,
Buena Vista,City of Boston,A97,6,Roxbury,1.477651660000000,205 Warren Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,Warren Gardens-Gendrot Trust,BCC,,PARK_Maintenance_Region 5,1010,YES,02119,1200493000,0,,,0.003251056215998,0.000000653133475,
Madison Park H.S. Athletic Fields,City of Boston, ,3,Roxbury,9.605818510000001,55 Malcolm X Boulevard,Institutional District,"Parks, Playgrounds & Athletic Fields",BPS,BPRD,N,X,,BPS,183,PARK_Maintenance_Region 5,183,YES,02120,0902980000,0,,,0.008396221113308,0.000004246448171,
Dennis Street Park,City of Boston,A97/USH,3,Roxbury,0.685574340000000,138 Moreland Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Moreland Green,BPRD,085,PARK_Maintenance_Region 5,85,YES,02119,"0803088000,0803091000,0803087000,0803083000,0803082000,0803078000,0803085000,0803084000,0803079000,0803081000,0803080000,0803086000",0,,,0.002418690011895,0.000000303023919,
Holborn Street Playlot,City of Boston,A97/LWCF/USH,3,Roxbury,0.121165210000000,6 Holborn Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,155,PARK_Maintenance_Region 5,155,YES,02121,"1202854000,1202855000",0,,,0.001110277520711,0.000000053549177,"MULTIPOLYGON (((-71.082455709999977 42.315416389000063, -71.082442195999988 42.315445140000065, -71.082717499999944 42.315505019000057, -71.082728130999953 42.315480226000034, -71.082638854999971 42.315458782000064, -71.082739039999979 42.31523849000007, -71.082552318999944 42.31519264800005, -71.082455709999977 42.315416389000063)))"
Medal of Honor Park,City of Boston,A97,1,South Boston,6.182803210000000,775 East First Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,196,PARK_Maintenance_Region 6,196,YES,02127,0603699000,1897,,,0.006825713559752,0.000002733402624,"MULTIPOLYGON (((-71.031428423999955 42.337244437000038, -71.031420914999956 42.337291581000045, -71.031467522999947 42.33732301200007, -71.031537708999963 42.337251094000067, -71.033177186999978 42.337224812000045, -71.033257164999952 42.337289238000039, -71.033304154999939 42.337268992000077, -71.033296136999979 42.337220793000029, -71.033263570999964 42.33577901700005, -71.031374334999953 42.335798070000067, -71.031428423999955 42.337244437000038)))"
Christopher Lee Playground,City of Boston,A97/LWCF,3,South Boston,5.438085360000000,775 East First Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,M Street Plgd,BPRD,057,PARK_Maintenance_Region 6,57,YES,02127,0603699000,1897,,,0.007703396919092,0.000002404194368,"MULTIPOLYGON (((-71.031432920999976 42.337456475000067, -71.030315902999973 42.337474244000077, -71.030346837999957 42.338162197000031, -71.033318464999979 42.338109296000027, -71.033299362999969 42.337276985000074, -71.033257118999984 42.337295540000071, -71.033173621999936 42.33723100900005, -71.031543620999969 42.337255619000075, -71.031471143999966 42.337325637000049, -71.031423275999941 42.337300504000041, -71.031432920999976 42.337456475000067)))"
Hawes Burying Ground,City of Boston,Ch114S7/A97,4,South Boston,0.243210650000000,301 Emerson Street,Residential District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,,BPRD,146,PARK_Cemetery Maintenance Request,146,YES,02127,0602574000,1816,,,0.001332907541640,0.000000107519158,"MULTIPOLYGON (((-71.03431879599998 42.33416419100007, -71.034320646999959 42.334239241000034, -71.034328068999969 42.334459137000067, -71.034715994999942 42.334415136000075, -71.034711082999934 42.334223345000055, -71.034710133999965 42.334159176000071, -71.03431879599998 42.33416419100007)))"
Union Burying Ground,City of Boston,Ch114S7/A97,4,South Boston,0.120316180000000,650 East Fifth Street,Residential District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,,BPRD,307,PARK_Cemetery Maintenance Request,307,YES,02127,0602592000,1841,,,0.001055304917907,0.000000053189600,"MULTIPOLYGON (((-71.034313560999976 42.334029237000038, -71.03431879599998 42.33416419100007, -71.034710133999965 42.334159176000071, -71.03470594199996 42.334022795000067, -71.034313560999976 42.334029237000038)))"
Flaherty Park,City of Boston,A97,3,South Boston,0.252023590000000,130 B Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,118,PARK_Maintenance_Region 6,118,YES,02127,0601252000,1909,,,0.001374720145285,0.000000111428259,"MULTIPOLYGON (((-71.052777964999962 42.341871123000033, -71.053100772999983 42.342073658000061, -71.053333764999934 42.341877993000026, -71.053016820999972 42.341671655000027, -71.052777964999962 42.341871123000033)))"
Buckley Playground,City of Boston,A97,3,South Boston,0.649481730000000,210 West Third Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,035,PARK_Maintenance_Region 6,35,YES,02127,0601560000,1952,,,0.002519601532083,0.000000287146767,"MULTIPOLYGON (((-71.048610456999938 42.339188859000046, -71.049392713999964 42.339696137000033, -71.049542061999944 42.33956801800008, -71.049636863999979 42.33948653300007, -71.048854994999942 42.338980838000055, -71.04873422199995 42.339083622000032, -71.048728650999976 42.339080009000043, -71.048719176999953 42.339088064000066, -71.048724747999984 42.339091678000045, -71.048610456999938 42.339188859000046)))"
Ronan Park,City of Boston,A97/LWCF/USH,3,Dorchester,11.240608350000000,92 Mt. Ida Road,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,268,PARK_Maintenance_Region 2,268,YES,02122,1501590000,1912,,,0.010518407462259,0.000004966948963,
Mt. Bowdoin Green,City of Boston,A97,1,Dorchester,0.549541890000000,18 Bowdoin Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,206,PARK_Maintenance_Region 2,206,YES,02121,1401202000,0,,,0.001953440739768,0.000000242822496,
Byrne Playground,City of Boston,A97,3,Dorchester,1.188568600000000,23 Everett Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,039,PARK_Maintenance_Region 2,39,YES,02122,1600085000,1939,,,0.003334153163660,0.000000525170891,
Doherty/Gibson Playground,City of Boston,A97,3,Dorchester,5.726374630000000,1545 Dorchester Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Townfield,BPRD,088,PARK_Maintenance_Region 2,88,YES,02124,1600740000,1897,,,0.006402009685088,0.000002530072855,
Wellesley Park,City of Boston,A97,3,Dorchester,0.713398980000000,25 Wellesley Park,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,316,PARK_Maintenance_Region 2,316,YES,02124,1702486000,0,,,0.002637319069807,0.000000315192290,
McMorrow Playground,Commonwealth of Massachusetts,A97,3,Dorchester,5.231960380000000,69-81 Victory Road,Industrial District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3029,YES,02122,,0,,,0.007742155004787,0.000002311548344,
Hemenway Playground,City of Boston,A97/UPARR/CPA,3,Dorchester,4.408912830000000,540 Adams Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,151,PARK_Maintenance_Region 2,151,YES,02122,1602003000,1919,,,0.005727797771507,0.000001947798063,
Rev. Loesch Family Park,City of Boston,A97/UPARR/PARC,3,Dorchester,2.251573780000000,20 Wainwright Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Cronin/Wainwright Park,BPRD,257,PARK_Maintenance_Region 2,257,YES,02124,1601398000,1899,,,0.004016441437449,0.000000994704891,"MULTIPOLYGON (((-71.066062167999974 42.291217801000073, -71.066262328999983 42.291179032000059, -71.066263741999933 42.291183899000032, -71.066406136999944 42.291142188000038, -71.066643032999934 42.291072789000054, -71.066833047999978 42.29101713700004, -71.067205734999959 42.290907962000063, -71.066808950999985 42.29010075900004, -71.065801416999989 42.290374916000076, -71.066062167999974 42.291217801000073)))"
Codman Burying Ground,Private, ,4,Dorchester,2.625274520000000,75 Norfolk Street,Residential District,Cemeteries & Burying Grounds,Private,NULL,N,N,,,,INFO_Reallocation From Dept,7032,NO,02124,,0,,,0.004489118352424,0.000001159777261,"MULTIPOLYGON (((-71.075205560999962 42.28883711800006, -71.073859342999981 42.289151110000034, -71.074010523999959 42.289515213000072, -71.074173518999942 42.28990789900007, -71.074192700999959 42.289904369000055, -71.074388563999946 42.289863231000027, -71.075273017999962 42.289681132000055, -71.075556670999958 42.289621589000035, -71.075223536999943 42.288832683000066, -71.075205560999962 42.28883711800006)))"
Walsh Playground,City of Boston,A97/LWCF,3,Mattapan,6.945768460000000,1005 Washington Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,312,PARK_Maintenance_Region 2,312,YES,"02126, 02124",1703276000,1946,,,0.007681679245105,0.000003067856408,
Dorchester South Burying Ground,City of Boston,Ch114S7/A97,4,Dorchester,1.933149380000000,2095 Dorchester Avenue,Open Space District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,,BPRD,091,PARK_Cemetery Maintenance Request,91,YES,02124,1704193000,1814,,,0.004179484289662,0.000000853869258,
Dorchester Park,City of Boston,A97/USH,3,Dorchester,27.297838920000000,2180 Dorchester Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,090,PARK_Maintenance_Region 2,90,YES,02124,1605016000,1891,,,0.021275225038476,0.000012057024325,
Gallivan/Hallet Circle,Commonwealth of Massachusetts,A97,1,Dorchester,0.477998070000000,,Commercial/Office/Business District,"Malls, Squares & Plazas",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3030,YES,02122,1604206000,0,,,0.002228461486622,0.000000211150018,
Toohig Playground,Commonwealth of Massachusetts,A97,3,Dorchester,2.124272230000000,630 Gallivan Boulevard,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3031,YES,02122,,0,,,0.004868698448573,0.000000938368665,
Martin/Hilltop Playground,City of Boston,A97,3,Dorchester,1.313904670000000,95 Myrtlebank Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,189,PARK_Maintenance_Region 2,189,YES,02124,1604367000,1979,,,0.003125877655168,0.000000580359113,"MULTIPOLYGON (((-71.052669419999972 42.279231135000032, -71.053047908999986 42.280090795000035, -71.05336590099995 42.280010033000053, -71.053676916999962 42.279931026000042, -71.053320956999983 42.279128401000037, -71.052669419999972 42.279231135000032)))"
10 Josephine Street Garden,Private,PDR/Land Trust,5,Dorchester,0.069085470000000,10 Josephine Street,Residential District,Community Gardens,TTOR,NULL,N,N,,,,INFO_Reallocation From Dept,7208,NO,02122,,0,,,0.000718630665436,0.000000030525414,"MULTIPOLYGON (((-71.065363165999941 42.300475499000072, -71.065453030999947 42.300670034000063, -71.065593709999973 42.300635004000071, -71.065503845999956 42.300440379000065, -71.065363165999941 42.300475499000072)))"
Mother's Rest at Four Corners,City of Boston,A97/LWCF/USH,3,Dorchester,1.146128920000000,410 Washington Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,205,PARK_Maintenance_Region 2,205,YES,02124,"1702437000,1702438000,1702436000,1702439000",0,,,0.003236730548046,0.000000506393017,
Ripley Playground,City of Boston,A97/UPARR/PARC,3,Dorchester,0.846070130000000,25 Ripley Road,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,261,PARK_Maintenance_Region 2,261,YES,02121,1401485000,1913,,,0.002836613482146,0.000000373829933,
Garvey Playground,City of Boston,A97/CPA,3,Dorchester,5.263908240000000,340 Neposet Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,William H. Garvey Playground,BPRD,130,PARK_Maintenance_Region 2,130,YES,02122,1602436000,1896,,,0.006440757622911,0.000002325398187,
Ventura Playground,Commonwealth of Massachusetts,A97,3,Dorchester,1.309929130000000, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3032,YES,02124,,0,,,0.003711606389220,0.000000578521588,
Geneva Cliffs,City of Boston,A97,6,Dorchester,1.798323070000000,275 Geneva Avenue,Residential District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Region 2,1011,YES,02121,"1401390000,1401389000",0,,,0.004344092248442,0.000000794627705,
Hayes Park,City of Boston,A97,3,South End,0.275175240000000,158 Warren Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,147,PARK_Maintenance_Region 6,147,YES,02116,0400302000,1991,,,0.001414726481414,0.000000121668042,"MULTIPOLYGON (((-71.075231712999937 42.343664426000032, -71.075353277999966 42.343946961000029, -71.075742308999963 42.343840287000035, -71.075609850999967 42.343558758000029, -71.075231712999937 42.343664426000032)))"
Rotch Playground,City of Boston,A97,3,South End,2.745898970000000,30 Randolph Street,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,272,PARK_Maintenance_Region 6,272,YES,02118,0306535000,1903,,,0.004644381276672,0.000001214051444,"MULTIPOLYGON (((-71.063233698999966 42.341764092000062, -71.06461399899996 42.342240721000053, -71.064719710999952 42.342062863000081, -71.064949274999947 42.34168065700004, -71.064968796999949 42.341647780000073, -71.065041718999964 42.34152597700006, -71.063578652999979 42.341033914000036, -71.063233698999966 42.341764092000062)))"
Ringgold Park,City of Boston,A97,3,South End,0.445495830000000,10 Ringgold Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Hanson St. Play Area, Ringgold St. Play Area",BPRD,260,PARK_Maintenance_Region 6,260,YES,02118,"0305913000,0305912000,0305911000",1965,,,0.001974644730041,0.000000196973431,"MULTIPOLYGON (((-71.069770310999957 42.343304001000035, -71.070043837999947 42.343485250000072, -71.070096232999958 42.34352018800007, -71.070155898999985 42.343559443000061, -71.070354110999972 42.343410639000069, -71.070309407999957 42.343373995000036, -71.070262813999989 42.343335471000046, -71.070479580999972 42.343182987000034, -71.070246289999943 42.342983333000063, -71.069770310999957 42.343304001000035)))"
Blackstone Square,City of Boston,A97,1,South End,2.452538160000000,1535 Washington Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,024,PARK_Maintenance_Region 6,24,YES,02118,0900348000,1855,,,0.004274689870724,0.000001084314707,"MULTIPOLYGON (((-71.072694215999945 42.339673693000066, -71.073429015999977 42.34029075400008, -71.074410513999965 42.339640239000062, -71.073672314999953 42.33902246100007, -71.072694215999945 42.339673693000066)))"
Franklin Square,City of Boston,A97/LWCF,1,South End,2.482849190000000,1530 Washington Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,126,PARK_Maintenance_Region 6,126,YES,02118,0801384000,1849,,,0.004299259691161,0.000001097699763,"MULTIPOLYGON (((-71.071668043999978 42.338826115000074, -71.072413281999957 42.339450812000052, -71.073394083999972 42.338796881000064, -71.072648946999948 42.33817489200004, -71.071668043999978 42.338826115000074)))"
South End South Burying Ground,City of Boston,Ch114S7/A97,4,South End,1.470006920000000,1620 Washington Street,Residential District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,,BPRD,286,PARK_Cemetery Maintenance Request,286,YES,02118,0801390000,1810,,,0.003826948039231,0.000000649899574,
Worcester Square,City of Boston,A97,1,South End,0.343762530000000,1P Worcester Square,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,330,PARK_Maintenance_Region 6,330,YES,02118,0801504500,0,,,0.002284221061535,0.000000151977189,
Carter Playground,City of Boston,A97/LWCF,3,Roxbury,5.024030720000000,709 Columbus Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,043,PARK_Maintenance_Region 6,43,YES,02118,0901346000,1899,,,0.006788223841325,0.000002221194985,
Titus Sparrow Park,City of Boston,A97,3,South End,1.798779610000000,75 West Rutland Square,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,304,PARK_Maintenance_Region 6,304,YES,02118,"0400830000,0402424000",1991,,,0.004722791763123,0.000000795322248,
Waltham Square,City of Boston,A97,1,South End,0.118407210000000,2 Waltham Street,Industrial District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,314,PARK_Maintenance_Region 6,314,YES,02118,0306501000,0,,,0.001142249924757,0.000000052350974,
Harriet Tubman Square,City of Boston,A97,1,South End,0.141776910000000,450 Columbus Avenue,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Tubman Sq, Columbus Square",BPRD,144,PARK_Maintenance_Region 6,144,YES,02116,ROW,0,,,0.001216040609551,0.000000062686179,
Concord Square,City of Boston,A97,1,South End,0.149553630000000,1P Concord Square,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,065,PARK_Maintenance_Region 6,65,YES,02118,0402633500,0,,,0.002789949095388,0.000000066122653,
Ramsay Park,City of Boston,A97/UPARR/USH,3,Roxbury,5.493505390000000,1917 Washington Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,254,PARK_Maintenance_Region 6,254,YES,02118,0901480000,1991,,,0.006635605004930,0.000002428591659,
Commonwealth Avenue Outbound,City of Boston, ,2,Allston-Brighton,5.527902360000000, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",PWD,PWD,N,X,,BPWD,,INFO_Reallocation From Dept,2027,YES,"02134, 02135, 02215",,0,,,0.118969529415549,0.000002444236182,
Commonwealth Plaza,MassDOT, ,1,Allston-Brighton,0.156736720000000,815 Commonwealth Avenue,Institutional District,"Malls, Squares & Plazas",Private,Private,N,X,,,,INFO_Reallocation From Dept,4044,NO,02215,,0,,,0.001551983549145,0.000000069308512,"MULTIPOLYGON (((-71.112838078999971 42.351193211000066, -71.112882661999947 42.350988455000049, -71.112223624999956 42.350906019000035, -71.112838078999971 42.351193211000066)))"
Chester Square,City of Boston,A97,1,South End,0.890146190000000,544P Massachusetts Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Chester Park,BPRD,053,PARK_Maintenance_Region 6,53,YES,02118,0900955000,0,,,0.005389716421058,0.000000393542065,
Msgr. Reynolds Playground,City of Boston,A97,3,South End,0.320905720000000,5 Msgr. Reynolds Way,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,202,PARK_Maintenance_Region 6,202,YES,02118,0801208000,0,,,0.001548723380026,0.000000141880183,"MULTIPOLYGON (((-71.070337891999941 42.340385464000065, -71.070269413999938 42.34050274100008, -71.070656134999979 42.340617689000055, -71.070905594999942 42.340450599000064, -71.070610530999943 42.340206372000068, -71.070337891999941 42.340385464000065)))"
Rutland Square,City of Boston,A97,1,South End,0.155810020000000,1P Rutland Square,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,273,PARK_Maintenance_Region 6,273,YES,02118,0402731500,0,,,0.002891214231950,0.000000068888887,
Hiscock Park,City of Boston,A97,3,South End,0.105750830000000,168 West Newton Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,153,PARK_Maintenance_Region 6,153,YES,02118,"0402770000,0402771000",1991,,,0.000937382955465,0.000000046756534,"MULTIPOLYGON (((-71.078000962999965 42.342680491000067, -71.078044389999945 42.342724910000072, -71.07812759899997 42.34280990700006, -71.078371945999947 42.342615816000034, -71.078331421999962 42.342574316000025, -71.078287991999957 42.34252989600003, -71.078000962999965 42.342680491000067)))"
Billings Field,City of Boston,A97/LWCF,3,West Roxbury,10.775258900000001,369 LaGrange Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,023,PARK_Maintenance_Region 4,23,YES,02132,2002297000,1896,,,0.008707794488251,0.000004759632932,
Mount Benedict Cemetery,Private, ,4,West Roxbury,79.308643779999997,409 Corey Street,Conservation Protection Subdistrict,Cemeteries & Burying Grounds,Private,NULL,N,,,,,INFO_Reallocation From Dept,7039,NO,"02132, 02467",,0,,,0.035870965221827,0.000035040584627,
Mount Lebanon Cemetery,Private, ,4,West Roxbury,48.714344859999997,882 Baker Street,Open Space District,Cemeteries & Burying Grounds,Private,NULL,N,X,,,,INFO_Reallocation From Dept,7040,NO,02132,,0,,,0.051688057824142,0.000021521029158,
Gethsemane Cemetery,Private, ,4,West Roxbury,20.840971159999999,670 Baker Street,Open Space District,Cemeteries & Burying Grounds,Private,NULL,N,,,,,INFO_Reallocation From Dept,7041,NO,02132,,0,,,0.012278612859803,0.000009206603905,
Hancock Woods,Commonwealth of Massachusetts,A97/WPA,2,West Roxbury,45.950386060000000, ,Conservation Protection Subdistrict,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3033,YES,"02132, 02467",,0,,,0.026174176898199,0.000020302172991,
Sawmill Brook/Brook Farm,Commonwealth of Massachusetts,A97/NRHP/WPA/CPA,2,West Roxbury,149.432922270000006, ,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3034,YES,02132,,0,,,0.058711130999027,0.000066012960284,
