SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,PARK_ID,REGION,OS_ID,F_100ftRule,ZipCode,ParcelNumber,YearAcquired,STArea__,STLength__,Shape_Length,Shape_Area,shape_wkt
Sumner & Lamson Street Playground,City of Boston,A97,3,East Boston,0.478629440000000,430 Sumner Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,296,PARK_Maintenance_Region 1,296,YES,02128,0105041000,1955,,,0.002056071628403,0.000000211697884,"MULTIPOLYGON (((-71.032016164999959 42.365926284000068, -71.032108275999974 42.365966565000065, -71.032220027999983 42.366014262000078, -71.032380641999964 42.366082826000024, -71.032525140999951 42.366144516000077, -71.03268258199995 42.366211716000066, -71.032869342999959 42.365976977000059, -71.032198850999976 42.365687364000053, -71.032016164999959 42.365926284000068)))"
Condor Street Beach,City of Boston,A97/LWCF/Ch91/WPA/AUL,6,East Boston,2.743677170000000,300 Condor St.,Open Space District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Region 1,1001,YES,02128,"0103711000,0103711001",0,,,0.006596029408534,0.000001213853959,
Mary Ellen Welch Greenway,City of Boston,A97/WPA,2,East Boston,3.501577980000000,44 Marginal Street,Residential District,"Parkways, Reservations & Beaches",BPRD,BPRD,X,X,East Boston Greenway,BPRD,097,PARK_Maintenance_Region 1,97,YES,02128,"0103918002,0103920055,0105346060,0103918055,0105381055,0105346050,0105381060",0,,,0.017334622062756,0.000001548830631,
Symphony Community Park,City of Boston,A97,3,Fenway/Longwood,0.477590470000000,39 Edgerly Road,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Morville Park,BPRD,298,PARK_Maintenance_Region 3,298,YES,02115,0401439000,1991,,,0.002381442799320,0.000000211168141,
Edgerly Road Playground,City of Boston,A97,3,Fenway/Longwood,0.123191590000000,6 Edgerly Road,Special District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,099,PARK_Maintenance_Region 3,99,YES,02115,0401438000,1991,,,0.000941113750053,0.000000054470956,
Commonwealth Avenue Mall II,City of Boston,A97/LWCF,1,Fenway/Longwood,0.970943150000000,"Commonwealth Ave btwn Charlesgate West & Kenmore St, nr Kenmore T Station",Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Commonwealth Ave Mall (west of Charlesgate),BPRD,063,PARK_Maintenance_Region 1,63,YES,02215,0503893500,0,,,0.004317868491188,0.000000429334318,"MULTIPOLYGON (((-71.092943445999936 42.348904000000061, -71.092948912999987 42.349027274000036, -71.092951443999937 42.349091313000031, -71.092952447999949 42.349123748000068, -71.094889428999977 42.349085306000063, -71.094880099999955 42.34886203800005, -71.092943445999936 42.348904000000061)))"
Stony Brook Sewer Easement,Private,Sewer Easement,1,Fenway/Longwood,0.312751640000000,179 Hemenway Street,Residential District,"Malls, Squares & Plazas",Private,Private,N,X,Forsyth School Path,BWSC,,INFO_Reallocation From Dept,7015,NO,02115,,0,,,0.001881675978586,0.000000138276991,"MULTIPOLYGON (((-71.091198931999941 42.341079935000039, -71.091434198999934 42.341161785000054, -71.091488200999947 42.341180491000046, -71.091893937999941 42.341320835000033, -71.091994067999963 42.341158534000044, -71.091332731999955 42.340926178000075, -71.091316758999938 42.340894930000047, -71.091198931999941 42.341079935000039)))"
Gallops Island,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Harbor Islands,25.094505880000000, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,NULL,X,X, ,,,INFO_Reallocation From Dept,3007,YES, ,,0,,,0.018098833092560,0.000011092539735,
Lovells Island,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Harbor Islands,60.956296680000001, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3008,YES, ,,0,,,0.029289715645015,0.000026945815044,
Georges Island,Commonwealth of Massachusetts,A97/Ch91/WPA/CPA,2,Harbor Islands,40.452729300000001, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3009,YES, ,,0,,,0.017983578972265,0.000017879506014,
Thompson Island,Private,A97/CR,2,Harbor Islands,169.875752010000014,"Boston Harbor, west of Harbor Point, Dorchester",Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR/NPS,Private,X,L,,,,INFO_Reallocation From Dept,7016,YES, ,,0,,,0.051687497341706,0.000075077030758,
Connell Fields/Hickey Courts,Commonwealth of Massachusetts,A97,3,Hyde Park,16.782450369999999,256 Reservation Road,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,Smith Pond Playground,,,INFO_Reallocation From Dept,3017,YES,02136,,0,,,0.012614210911959,0.000007410191895,
Weider Park,Commonwealth of Massachusetts,A97,3,Hyde Park,6.883240300000000,131 Dale Street,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,Sherrin&Dale St.,,,INFO_Reallocation From Dept,3018,YES,02136,,0,,,0.007404792676159,0.000003039951347,
Monterey Hilltop,City of Boston,A97,6,Hyde Park,6.675820670000000,700 Beechmont Street,Residential District,Urban Wilds,BCC,BPRD,X,X,Beechmont Footpath,BCC,,PARK_Maintenance_Region 4,1002,YES,"02136, 02131","1808518018,1808518016,1808518015,1808518013,1808518012,1808518022,1808518019,1808518014,1808518023,1808518020,1808518024,1808585002,1808518021,1808518017,1808527000,1808525004,1808516000,1808585006,1808525002,1808526003,1808585007,1808526002,1808585005,1808585001,1808526001,1808525003",0,,,0.011962052763861,0.000002948331038,
Sherrin Woods I,City of Boston,LWCF/A97/WPA/CPA,6,Hyde Park,23.947139849999999,1 Marston Street,Residential District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Region 4,1003,YES,02136,"1808199001,1808200000",0,,,0.016606547654065,0.000010575569244,
Doyle Playground,Commonwealth of Massachusetts,A97,3,Hyde Park,0.944883260000000,940 River Street,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3019,YES,02136,,0,,,0.004167024174118,0.000000417238846,
West Street,City of Boston,A97,6,Hyde Park,2.505334020000000,2 West Street,Industrial District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Region 4,1004,YES,02136,"1808754000,1808753000,1808754100",0,,,0.004524831688348,0.000001106228549,
Dell Rock,City of Boston,A97,6,Hyde Park,1.304345660000000,40 Dell Avenue,Residential District,Urban Wilds,BPRD,BPRD,X,X,,BPRD,084,PARK_Maintenance_Region 4,84,YES,02136,1808897000,2004,,,0.003502924215733,0.000000575962506,
Amatucci Playground,City of Boston,A97,3,Hyde Park,0.465867760000000,1460 Hyde Park Avenue,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,007,PARK_Maintenance_Region 4,7,YES,02136,1809365000,1958,,,0.002031037950440,0.000000205677060,"MULTIPOLYGON (((-71.126377309999953 42.248692323000057, -71.126370927999972 42.248705329000074, -71.126719842999933 42.248800970000048, -71.126838776999989 42.248554286000058, -71.126219875999936 42.248310993000075, -71.126050823999947 42.248589667000033, -71.126040426999964 42.248586820000071, -71.126034094999966 42.248599005000074, -71.12620424499994 42.248644913000078, -71.126209357999983 42.248634510000045, -71.126377309999953 42.248692323000057)))"
Moynihan Playground,Commonwealth of Massachusetts,A97/CPA,3,Hyde Park,7.185841010000000,920 Truman Parkway,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3020,YES,02136,,0,,,0.008156888036163,0.000003172275305,
Iacono/Readville Playground,City of Boston,A97,3,Hyde Park,4.990844720000000,150 Readville Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,160,PARK_Maintenance_Region 4,160,YES,02136,1812720000,1924,,,0.006837670914224,0.000002203113861,
Camp Meigs,Commonwealth of Massachusetts,A97/ACEC,3,Hyde Park,2.865890450000000,11 Stanbro Street,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3021,YES,02136,,0,,,0.005076706228951,0.000001264995468,
Jeremiah Hurley Memorial Park,City of Boston,A97,1,Hyde Park,0.072967610000000,0 (Zero) Wolcott Square,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Wolcott Square,BPRD,166,PARK_Maintenance_Region 4,166,YES,02136,1809488500,0,,,0.000830583279142,0.000000032208897,"MULTIPOLYGON (((-71.132193115999939 42.237344594000035, -71.132352753999953 42.237548795000066, -71.132385124999985 42.237548147000041, -71.132526299999938 42.237447882000026, -71.132524399999966 42.237426830000061, -71.132204275999982 42.237338617000034, -71.132193115999939 42.237344594000035)))"
Stony Brook Recreation Complex,Commonwealth of Massachusetts,A97/CPA,3,Hyde Park,27.393874530000001,Corner Turtle Pond Parkway & River Street,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,Kelly/Factory Hill (Lawler)/Bajko/Olsen,,,INFO_Reallocation From Dept,3022,YES,02136,,0,,,0.017624816927950,0.000012094189241,
Williams Square,City of Boston,A97,1,Hyde Park,0.038057450000000,140 Williams Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,321,PARK_Maintenance_Region 4,321,YES,02136,ROW,0,,,0.000612805933477,0.000000016801337,
Dana Avenue Urban Wild,Commonwealth of Massachusetts,A97,6,Hyde Park,0.777221970000000, ,Industrial District,Urban Wilds,DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3023,YES,02136,,0,,,0.004520947330264,0.000000343156028,
Mother Brook Reservation,Commonwealth of Massachusetts,A97,2,Hyde Park,30.391150260000000, ,Residential District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,Mill Pond Reservation,,,INFO_Reallocation From Dept,3024,YES,02136,,0,,,0.029884763996396,0.000013416778869,
Mission Hill Playground,City of Boston,A97/LWCF/PARC/UPARR,3,Mission Hill,2.760735350000000,60 Smith Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Sheehy-Smith Playground,BPRD,199,PARK_Maintenance_Region 3,199,YES,02120,1000011000,1913,,,0.004980024209073,0.000001220447456,
Gibbons Playground,City of Boston,A97,3,Mission Hill,0.104892240000000,23 Delle Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Delle Avenue Playground,BPRD,133,PARK_Maintenance_Region 3,133,YES,02120,"1000532000,1000531000,1000530000",0,,,0.000896274863519,0.000000046368668,"MULTIPOLYGON (((-71.098229191999962 42.331262441000035, -71.098278419999986 42.331280149000065, -71.098333600999979 42.331299534000038, -71.098376731999963 42.331314772000042, -71.098535968999954 42.331085727000072, -71.098493660999964 42.33106932000004, -71.098439285999973 42.331048757000076, -71.09836306699998 42.331020943000055, -71.098229191999962 42.331262441000035)))"
Mozart Street Playground,City of Boston,A97/LWCF/UPARR,3,Jamaica Plain,0.806283940000000,10 Mozart Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Holland Plgd,BPRD,209,PARK_Maintenance_Region 3,209,YES,02130,1002268000,1959,,,0.002395462157182,0.000000356377569,"MULTIPOLYGON (((-71.104477503999988 42.322046334000049, -71.10435139599997 42.322055713000054, -71.104231238999944 42.322064213000033, -71.104178437999963 42.32206853200006, -71.104194399999983 42.322193278000043, -71.104212836999977 42.322329646000071, -71.104219648999958 42.322384948000035, -71.104236972999956 42.32250528700007, -71.104264393999983 42.322718301000066, -71.104814721999958 42.322656094000081, -71.104729835999933 42.322028476000071, -71.104477503999988 42.322046334000049)))"
Beecher Street Play Area,City of Boston,A97,3,Jamaica Plain,0.163463100000000,20 Beecher Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,019,PARK_Maintenance_Region 3,19,YES,02130,1900350000,0,,,0.001165806485702,0.000000072245782,"MULTIPOLYGON (((-71.106649402999949 42.318182193000041, -71.106997207999939 42.318356394000034, -71.107119265999984 42.318229329000076, -71.10681329199997 42.318050443000061, -71.106771960999936 42.318026279000037, -71.106649402999949 42.318182193000041)))"
Lawrence Farm,Private,AP/Ch61A (Part),7,Jamaica Plain,41.158953940000004, ,Conservation Protection Subdistrict,Open Land,TTOR,Private,X,N,Allandale Farm,,,INFO_Reallocation From Dept,7021,YES,02130,,0,,,0.020803457154464,0.000018186822280,
Soldier's Monument,City of Boston,A97,1,Jamaica Plain,0.132690400000000,1 South Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,L,,BPRD,341,PARK_Maintenance_Region 3,341,YES,02130,1901530000,0,,,0.001109221786217,0.000000058637317,
English H.S. Athletic Fields,City of Boston, ,3,Jamaica Plain,7.633341540000000,20 Williams Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPS,BPRD,N,X,,BPS,107,PARK_Maintenance_Region 3,107,YES,02130,"1102534010,1102600000",0,,,0.011542861870181,0.000003373139930,
Johnson Park II,MBTA,A97,3,Jamaica Plain,0.170638580000000,Lamartine & Green Streets,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,2013,YES,02130,,0,,,0.001705181498332,0.000000075409442,"MULTIPOLYGON (((-71.107355833999975 42.311483561000045, -71.10774788599997 42.310871683000073, -71.107650350999961 42.310828107000077, -71.107246569999973 42.311470891000056, -71.107312581999963 42.311466705000043, -71.107355833999975 42.311483561000045)))"
Johnson Park I,Commonwealth of Massachusetts,A97,3,Jamaica Plain,2.600903890000000,Lamartine & Green Streets,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3025,YES,02130,,0,,,0.004657747099451,0.000001149405352,
Mahoney Square,City of Boston,A97,1,Jamaica Plain,0.060216250000000,399P Centre Street,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Hyde Sq., Centre Square",BPRD,185,PARK_Maintenance_Region 3,185,YES,02130,1900192500,0,,,0.000588020210405,0.000000026615395,
Back of the Hill Urban Wild,City of Boston,A97/LWCF/USH,6,Mission Hill,3.696479440000000,60 Ellingwood Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Region 3,1005,YES,"02130, 02120",1001491100,0,,,0.008500806766097,0.000001634035040,
Thetford/Evans Playground,City of Boston,A97,3,Dorchester,0.683192920000000,15 Evans Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,302,PARK_Maintenance_Region 2,302,YES,02124,1701995000,1955,,,0.002244958892913,0.000000301786649,
Woodhaven,City of Boston,A97,6,Mattapan,1.222473140000000,60 Woodhaven Street,Residential District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Region 2,1006,YES,02126,"1801850000,1801851000",0,,,0.003095876015555,0.000000539908146,"MULTIPOLYGON (((-71.095697829999949 42.271758843000043, -71.095428679999941 42.271941044000073, -71.095718462999969 42.272078324000063, -71.096253410999964 42.272332802000051, -71.096452686999953 42.272119650000036, -71.09672311199995 42.271830365000028, -71.096064657999989 42.271515556000054, -71.095697829999949 42.271758843000043)))"
Gladeside,City of Boston,A97/WPA,6,Mattapan,10.289459810000000,12 Gladeside Terrace,Open Space District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Region 2,1007,YES,02126,1800113600,0,,,0.011008880751774,0.000004544541041,
Willowwood Rock,City of Boston,A97,6,Dorchester,0.553831730000000,30 Willlowwood Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Region 2,1008,YES,02124,"1403567000,1403569000,1403570000,1403571000,1403568000",0,,,0.002062847537104,0.000000244652645,
Msgr. Francis A. Ryan Park,Commonwealth of Massachusetts,A97,3,Mattapan,6.141404700000000,330 River Street,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3026,YES,02126,,0,,,0.008811760941187,0.000002712284603,
Walker Playground,City of Boston,A97/UPARR/USH/CPA,3,Mattapan,5.953539240000000,550 Norfolk Street,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Norfolk Park,BPRD,310,PARK_Maintenance_Region 2,310,YES,02126,1800824000,1912,,,0.007934508698930,0.000002629649413,
Kennedy Playground,Commonwealth of Massachusetts,A97,3,Mattapan,0.229729460000000, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,Charles Plgd,,,INFO_Reallocation From Dept,3027,YES,02126,,0,,,0.001562263220289,0.000000101450392,"MULTIPOLYGON (((-71.095854283999984 42.26539357300004, -71.095989022999959 42.265475157000026, -71.095907087999933 42.265557767000075, -71.095988513999941 42.265599346000045, -71.096075581999969 42.26549809800008, -71.096168577999947 42.265398581000056, -71.096266277999973 42.265302682000026, -71.096367722999958 42.265208596000036, -71.096200411999973 42.265101142000049, -71.095854283999984 42.26539357300004)))"
Forest Hills Cemetery,Private, ,4,Jamaica Plain,245.417832659999988,95 Forest Hills Avenue,Open Space District,Cemeteries & Burying Grounds,Private,NULL,N,X,,,,INFO_Reallocation From Dept,7026,NO,02130,,0,,,0.055707094734548,0.000108427806785,
Walter Street Cemetery,City of Boston,Ch114S7/A97,4,Roslindale,0.861285490000000,155 Walter Street,Open Space District,Cemeteries & Burying Grounds,BPRD,Private,X,X,,BPRD,313,INFO_Reallocation From Dept,313,YES,02131,2005309000,1711,,,0.002819611023408,0.000000380514258,"MULTIPOLYGON (((-71.129600085999982 42.292809093000074, -71.129372789999934 42.29298646400008, -71.129782244999944 42.293257621000066, -71.130393177999963 42.293585929000074, -71.130372126999987 42.293478486000026, -71.130359472999942 42.293292732000054, -71.130361525999945 42.293160027000056, -71.130357673999981 42.293117892000055, -71.129917597999963 42.292872965000072, -71.129780321999988 42.292794148000041, -71.12968852299997 42.292744386000038, -71.129600085999982 42.292809093000074)))"
